date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Terance Mann,Reserve,1.0166666666666666,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Amir Coffey,Reserve,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Paul George,Starter,35.583333333333336,13,18,0.722,5,8,0.625,2,2,1.0,0,6,6,3,1,0,5,3,33,17.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Kawhi Leonard,Starter,34.56666666666667,10,26,0.385,1,8,0.125,5,5,1.0,0,2,2,3,2,0,3,5,26,1.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Patrick Beverley,Starter,22.366666666666667,4,9,0.444,2,5,0.4,0,0,,4,2,6,3,0,0,2,4,10,10.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Serge Ibaka,Starter,20.33333333333333,5,7,0.714,2,3,0.667,3,5,0.6,2,4,6,0,0,1,1,3,15,-8.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Nicolas Batum,Starter,28.466666666666665,1,4,0.25,1,3,0.333,0,0,,1,5,6,6,2,0,1,2,3,-2.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Lou Williams,Reserve,25.416666666666668,4,9,0.444,2,4,0.5,1,3,0.333,0,2,2,3,0,0,1,2,11,1.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Luke Kennard,Reserve,21.35,2,6,0.333,0,3,0.0,0,0,,0,2,2,2,2,1,1,3,4,-3.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Patrick Patterson,Reserve,19.316666666666663,1,5,0.2,1,4,0.25,0,0,,1,2,3,1,2,0,1,2,3,9.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Reggie Jackson,Reserve,3.05,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,0,0,0,1,0,-1.0
2020-12-22T22:00:00,Los Angeles Clippers Basic and Advanced Stats Table,Ivica Zubac,Reserve,26.433333333333334,4,5,0.8,0,0,,3,4,0.75,3,3,6,1,1,1,1,4,11,17.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Khem Birch,Reserve,14.233333333333333,2,4,0.5,0,0,,2,2,1.0,1,1,2,0,1,0,0,3,6,6.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Aaron Gordon,Starter,26.433333333333334,8,11,0.727,1,4,0.25,3,6,0.5,3,4,7,0,4,0,2,4,20,17.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Michael Carter-Williams,Reserve,17.283333333333335,2,5,0.4,0,2,0.0,0,0,,3,0,3,0,1,1,0,2,4,3.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Cole Anthony,Reserve,19.316666666666663,3,5,0.6,0,1,0.0,0,0,,0,2,2,6,2,0,3,1,6,3.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Chuma Okeke,Reserve,22.366666666666667,1,3,0.333,0,1,0.0,1,2,0.5,2,3,5,2,1,0,1,0,3,-11.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Terrence Ross,Reserve,28.466666666666665,6,14,0.429,3,6,0.5,4,4,1.0,0,3,3,1,1,0,3,1,19,9.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Dwayne Bacon,Starter,18.3,0,5,0.0,0,1,0.0,0,0,,0,3,3,3,0,0,0,2,0,0.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Markelle Fultz,Starter,28.466666666666665,6,15,0.4,0,3,0.0,3,3,1.0,0,5,5,4,1,1,4,4,15,3.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Kelly Olynyk,Reserve,19.316666666666663,2,6,0.333,1,3,0.333,0,0,,0,3,3,1,2,0,0,2,5,-3.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Nikola Vučević,Starter,33.55,5,13,0.385,3,5,0.6,2,8,0.25,2,9,11,3,1,1,2,0,15,0.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Precious Achiuwa,Reserve,13.216666666666669,3,4,0.75,0,0,,2,4,0.5,1,2,3,0,0,0,0,2,8,6.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Andre Iguodala,Reserve,16.266666666666666,0,2,0.0,0,0,,0,0,,2,2,4,0,1,1,3,3,0,-3.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Russell Westbrook,Starter,36.6,9,22,0.409,0,2,0.0,3,5,0.6,2,9,11,15,0,0,6,3,21,10.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Goran Dragić,Reserve,25.416666666666668,8,13,0.615,1,4,0.25,3,3,1.0,0,4,4,7,1,0,1,4,20,7.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Maurice Harkless,Starter,22.366666666666667,1,4,0.25,1,2,0.5,0,0,,0,2,2,1,0,0,0,0,3,-4.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Duncan Robinson,Starter,30.5,4,8,0.5,3,6,0.5,3,3,1.0,0,5,5,1,0,0,1,2,14,-5.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Tyler Herro,Starter,32.53333333333333,6,14,0.429,1,5,0.2,0,0,,0,6,6,4,0,0,4,3,13,-7.0
2020-12-23T19:00:00,Orlando Magic Basic and Advanced Stats Table,Evan Fournier,Starter,30.5,9,13,0.692,3,5,0.6,4,5,0.8,0,0,0,4,3,0,2,2,25,0.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Bradley Beal,Starter,35.583333333333336,11,22,0.5,3,8,0.375,6,7,0.857,0,2,2,3,4,0,6,3,31,6.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Dāvis Bertāns,Reserve,20.33333333333333,4,7,0.571,4,6,0.667,2,2,1.0,0,3,3,1,0,1,0,0,14,-3.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Thomas Bryant,Starter,25.416666666666668,5,13,0.385,0,3,0.0,0,1,0.0,1,4,5,0,0,1,2,5,10,2.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Bam Adebayo,Starter,34.56666666666667,11,16,0.688,0,0,,3,4,0.75,3,8,11,4,0,1,7,4,25,-12.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Matisse Thybulle,Reserve,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Tyrese Maxey,Reserve,10.166666666666666,3,6,0.5,0,1,0.0,0,0,,0,2,2,2,0,0,1,0,6,3.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Dwight Howard,Reserve,13.216666666666669,2,2,1.0,0,0,,0,0,,3,7,10,2,0,1,2,3,4,8.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Mike Scott,Reserve,16.266666666666666,1,3,0.333,1,3,0.333,0,0,,0,2,2,0,1,0,0,1,3,13.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Furkan Korkmaz,Reserve,20.33333333333333,4,9,0.444,3,6,0.5,0,0,,0,1,1,0,1,2,2,1,11,14.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Shake Milton,Reserve,29.48333333333333,6,11,0.545,2,4,0.5,5,7,0.714,0,1,1,3,3,0,0,3,19,33.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Danny Green,Starter,18.3,1,6,0.167,0,4,0.0,0,0,,0,0,0,2,2,0,1,2,2,-27.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Deni Avdija,Starter,28.466666666666665,2,2,1.0,2,2,1.0,1,2,0.5,0,4,4,1,1,0,1,3,7,14.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Tobias Harris,Starter,31.516666666666666,3,13,0.231,0,4,0.0,4,4,1.0,4,4,8,0,0,1,2,4,10,-7.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Ben Simmons,Starter,32.53333333333333,7,12,0.583,0,0,,2,6,0.333,1,8,9,7,2,3,4,3,16,-2.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Joel Embiid,Starter,34.56666666666667,10,17,0.588,1,1,1.0,8,9,0.889,2,12,14,2,0,1,3,3,29,-2.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Moritz Wagner,Reserve,5.083333333333333,2,2,1.0,0,0,,0,0,,0,2,2,1,0,0,0,3,4,8.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Raul Neto,Reserve,9.15,0,1,0.0,0,0,,2,3,0.667,0,0,0,1,0,0,0,0,2,-14.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Robin Lopez,Reserve,16.266666666666666,1,3,0.333,1,1,1.0,0,0,,1,2,3,0,0,1,2,4,3,-16.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Troy Brown Jr.,Reserve,22.366666666666667,1,3,0.333,1,2,0.5,0,0,,0,3,3,1,0,0,0,2,3,-23.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Ish Smith,Reserve,22.366666666666667,2,7,0.286,1,2,0.5,2,2,1.0,0,4,4,3,0,1,1,1,7,-21.0
2020-12-23T19:00:00,Washington Wizards Basic and Advanced Stats Table,Isaac Bonga,Starter,16.266666666666666,2,3,0.667,1,1,1.0,0,1,0.0,1,2,3,2,2,0,1,2,5,7.0
2020-12-23T19:00:00,Philadelphia 76ers Basic and Advanced Stats Table,Seth Curry,Starter,32.53333333333333,4,8,0.5,1,5,0.2,4,4,1.0,0,0,0,4,2,0,1,4,13,-1.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Jimmy Butler,Starter,35.583333333333336,7,15,0.467,0,0,,5,5,1.0,1,2,3,7,7,0,6,1,19,-5.0
2020-12-23T19:00:00,Miami Heat Basic and Advanced Stats Table,Kendrick Nunn,Reserve,8.133333333333333,0,1,0.0,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-4.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,T.J. McConnell,Reserve,20.33333333333333,2,3,0.667,0,0,,1,2,0.5,1,3,4,5,1,0,1,4,5,17.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Dean Wade,Reserve,15.25,3,4,0.75,1,2,0.5,0,0,,0,0,0,3,3,0,2,3,7,2.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Cedi Osman,Reserve,17.283333333333335,4,9,0.444,3,6,0.5,0,0,,1,3,4,2,0,0,1,2,11,-4.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,JaVale McGee,Reserve,19.316666666666663,6,7,0.857,0,1,0.0,1,1,1.0,1,6,7,1,1,1,1,3,13,12.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Andre Drummond,Starter,27.45,7,18,0.389,0,1,0.0,0,0,,3,11,14,4,1,0,5,2,14,-5.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Darius Garland,Starter,32.53333333333333,7,13,0.538,4,8,0.5,4,4,1.0,0,6,6,6,1,0,2,3,22,4.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Isaac Okoro,Starter,33.55,4,5,0.8,1,2,0.5,2,2,1.0,0,3,3,5,0,0,2,1,11,7.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Larry Nance Jr.,Starter,33.55,5,9,0.556,1,1,1.0,2,2,1.0,5,8,13,8,3,2,2,4,13,3.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Jalen McDaniels,Reserve,5.083333333333333,1,2,0.5,0,0,,0,0,,1,0,1,0,1,0,1,0,2,-5.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Damyean Dotson,Reserve,13.216666666666669,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,14.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,LaMelo Ball,Reserve,15.25,0,5,0.0,0,3,0.0,0,0,,0,1,1,3,2,0,3,2,0,2.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Miles Bridges,Reserve,22.366666666666667,3,10,0.3,0,5,0.0,0,0,,1,5,6,1,1,0,0,1,6,6.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Bismack Biyombo,Reserve,24.4,5,5,1.0,0,0,,1,5,0.2,1,3,4,0,0,1,2,1,11,0.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Cody Zeller,Starter,18.3,3,6,0.5,0,2,0.0,0,1,0.0,1,2,3,0,3,1,1,1,6,-10.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,P.J. Washington,Starter,21.35,1,5,0.2,0,1,0.0,2,2,1.0,0,2,2,2,0,1,0,1,4,-17.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Gordon Hayward,Starter,36.6,11,18,0.611,4,8,0.5,2,2,1.0,0,4,4,7,1,0,3,4,28,-2.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Devonte' Graham,Starter,37.61666666666667,4,13,0.308,2,9,0.222,0,0,,2,1,3,10,0,0,2,1,10,-7.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Terry Rozier,Starter,37.61666666666667,15,23,0.652,10,16,0.625,2,4,0.5,1,2,3,2,2,1,3,5,42,-4.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Aaron Holiday,Reserve,17.283333333333335,3,8,0.375,1,4,0.25,0,0,,1,2,3,2,0,0,2,3,7,5.0
2020-12-23T19:00:00,Charlotte Hornets Basic and Advanced Stats Table,Cody Martin,Reserve,21.35,2,3,0.667,0,0,,1,1,1.0,1,4,5,4,0,0,0,1,5,2.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Dylan Windler,Reserve,9.15,1,5,0.2,1,4,0.25,0,0,,0,0,0,0,2,0,1,0,3,-4.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Collin Sexton,Starter,37.61666666666667,9,16,0.563,3,4,0.75,6,9,0.667,0,2,2,5,0,0,2,4,27,6.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Julius Randle,Starter,35.583333333333336,7,15,0.467,0,2,0.0,3,4,0.75,1,8,9,9,0,0,5,5,17,-5.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Justin Holiday,Reserve,22.366666666666667,2,6,0.333,1,5,0.2,1,2,0.5,0,4,4,0,0,1,1,2,6,-1.0
2020-12-23T19:00:00,Cleveland Cavaliers Basic and Advanced Stats Table,Marques Bolden,Reserve,0.0,0,0,,0,0,,0,2,0.0,0,0,0,0,0,0,0,0,0,0.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Doug McDermott,Reserve,28.466666666666665,5,12,0.417,0,6,0.0,3,4,0.75,1,5,6,2,1,0,1,2,13,6.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,T.J. Warren,Starter,22.366666666666667,2,8,0.25,0,2,0.0,1,1,1.0,0,1,1,1,0,0,0,2,5,6.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Victor Oladipo,Starter,28.466666666666665,9,14,0.643,2,5,0.4,2,3,0.667,0,4,4,4,1,0,1,3,22,5.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Myles Turner,Starter,28.466666666666665,4,9,0.444,0,4,0.0,2,2,1.0,1,7,8,1,0,8,2,1,10,20.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Malcolm Brogdon,Starter,34.56666666666667,8,16,0.5,2,4,0.5,3,3,1.0,2,5,7,8,2,0,1,2,21,0.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Theo Pinson,Reserve,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Frank Ntilikina,Reserve,4.066666666666666,0,2,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,1,-5.0
2020-12-23T19:00:00,Indiana Pacers Basic and Advanced Stats Table,Domantas Sabonis,Starter,36.6,11,18,0.611,2,4,0.5,8,12,0.667,4,9,13,5,1,0,4,5,32,12.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Elfrid Payton,Starter,22.366666666666667,3,7,0.429,1,1,1.0,0,0,,1,1,2,3,1,0,5,3,7,-15.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Immanuel Quickley,Reserve,12.2,1,3,0.333,0,1,0.0,3,3,1.0,0,1,1,1,1,0,0,0,5,5.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Kevin Knox,Reserve,18.3,2,5,0.4,0,1,0.0,0,1,0.0,0,3,3,0,2,1,2,3,4,-6.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Obi Toppin,Reserve,23.383333333333333,3,12,0.25,3,7,0.429,0,0,,0,3,3,1,0,2,0,0,9,-4.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Alec Burks,Reserve,31.516666666666666,6,12,0.5,2,4,0.5,8,9,0.889,0,4,4,3,1,1,1,3,22,4.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Mitchell Robinson,Starter,21.35,1,2,0.5,0,0,,1,2,0.5,2,4,6,0,0,3,0,3,3,-17.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Nerlens Noel,Reserve,9.15,1,2,0.5,0,0,,0,0,,1,2,3,1,1,1,2,3,2,0.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,Reggie Bullock,Starter,25.416666666666668,4,10,0.4,3,8,0.375,0,0,,0,1,1,2,1,0,0,3,11,-16.0
2020-12-23T19:00:00,New York Knicks Basic and Advanced Stats Table,RJ Barrett,Starter,34.56666666666667,11,15,0.733,3,3,1.0,1,2,0.5,0,8,8,5,0,0,1,3,26,-10.0
2020-12-23T19:30:00,Milwaukee Bucks Basic and Advanced Stats Table,Bryn Forbes,Reserve,13.216666666666669,1,5,0.2,1,4,0.25,0,0,,0,1,1,0,0,0,0,1,3,4.0
