date,team,Reserve_MP,Reserve_FG,Reserve_FGA,Reserve_FG_PCT,Reserve_FG3,Reserve_FG3A,Reserve_FG3_PCT,Reserve_FT,Reserve_FTA,Reserve_FT_PCT,Reserve_ORB,Reserve_DRB,Reserve_TRB,Reserve_AST,Reserve_STL,Reserve_BLK,Reserve_TOV,Reserve_PF,Reserve_PTS,Reserve_PLUS_MINUS
2020-12-22T19:00:00,Brooklyn Nets,12.809999999999999,1.7,4.3,0.4018999999999999,0.7,1.8,0.2683,1.3,1.7,0.2883,0.7,1.8,2.5,1.0,0.7,0.4,1.0,1.1,5.4,0.6
2020-12-22T19:00:00,Golden State Warriors,13.089583333333335,1.75,3.625,0.51875,0.5,1.125,0.291625,0.375,0.625,0.09375,0.5,2.875,3.375,1.625,0.125,0.25,0.875,1.875,4.375,-1.625
2020-12-22T22:00:00,Los Angeles Clippers,12.072916666666666,1.375,3.625,0.22212500000000002,0.375,1.625,0.09375,0.5,0.875,0.135375,0.5,1.25,1.75,0.875,0.625,0.25,0.5,1.5,3.625,2.125
2020-12-22T22:00:00,Los Angeles Lakers,16.702380952380953,2.2857142857142856,4.285714285714286,0.4192857142857144,0.42857142857142855,1.5714285714285714,0.15471428571428572,1.5714285714285714,2.0,0.483,0.7142857142857143,1.8571428571428572,2.5714285714285716,0.7142857142857143,0.2857142857142857,0.14285714285714285,1.0,0.8571428571428571,6.571428571428571,0.8571428571428571
2020-12-23T19:00:00,Charlotte Hornets,17.689999999999998,2.2,5.0,0.4934,0.0,1.6,0.0,0.4,1.2,0.24,0.8,2.6,3.4,1.6,0.8,0.2,1.2,1.0,4.8,1.0
2020-12-23T19:00:00,Cleveland Cavaliers,12.369444444444445,2.3333333333333335,4.333333333333333,0.3751666666666667,0.8333333333333334,2.3333333333333335,0.20833333333333334,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.0,1.1666666666666667,0.16666666666666666,0.8333333333333334,1.3333333333333333,5.666666666666667,3.3333333333333335
2020-12-23T19:00:00,Indiana Pacers,22.112499999999997,3.0,7.25,0.448,0.5,3.75,0.1125,1.25,2.0,0.4375,0.75,3.5,4.25,2.25,0.5,0.25,1.25,2.75,7.75,6.75
2020-12-23T19:00:00,Miami Heat,16.47,2.6,5.2,0.3396,0.4,1.4,0.1166,1.0,1.4,0.3,0.6,2.6,3.2,1.6,0.8,0.2,0.8,2.2,6.6,0.6
2020-12-23T19:00:00,New York Knicks,14.088095238095239,1.8571428571428572,5.142857142857143,0.2832857142857143,0.7142857142857143,2.0,0.13271428571428573,1.7142857142857142,2.142857142857143,0.3412857142857143,0.14285714285714285,1.8571428571428572,2.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.4285714285714286,6.142857142857143,-1.0
2020-12-23T19:00:00,Orlando Magic,20.333333333333332,2.8,6.2,0.4524,0.6,2.0,0.1,1.4,1.6,0.5,1.2,1.8,3.0,1.8,1.2,0.2,1.4,1.4,7.6,2.0
2020-12-23T19:00:00,Philadelphia 76ers,14.91111111111111,2.6666666666666665,5.166666666666667,0.4703333333333333,1.0,2.3333333333333335,0.22216666666666665,0.8333333333333334,1.1666666666666667,0.119,0.5,2.1666666666666665,2.6666666666666665,1.1666666666666667,0.8333333333333334,0.5,0.8333333333333334,1.5,7.166666666666667,11.5
2020-12-23T19:00:00,Washington Wizards,15.927777777777777,1.6666666666666667,3.8333333333333335,0.42050000000000004,1.1666666666666667,1.8333333333333333,0.44449999999999995,1.0,1.1666666666666667,0.44449999999999995,0.16666666666666666,2.3333333333333335,2.5,1.1666666666666667,0.0,0.5,0.5,1.6666666666666667,5.5,-11.5
2020-12-23T19:30:00,Boston Celtics,16.673333333333336,2.6,5.6,0.5833999999999999,1.4,2.2,0.55,0.2,0.6,0.1,1.2,1.4,2.6,1.2,0.8,0.4,0.4,1.2,6.8,0.4
2020-12-23T19:30:00,Milwaukee Bucks,14.029999999999998,0.8,2.6,0.24000000000000005,0.6,1.8,0.1834,0.2,0.4,0.1,0.2,2.0,2.2,0.6,0.0,0.2,0.6,0.8,2.4,-6.4
2020-12-23T19:30:00,New Orleans Pelicans,15.453333333333333,2.2,5.0,0.2942,1.6,4.0,0.259,0.4,0.8,0.2666,0.2,2.0,2.2,1.0,0.6,0.0,1.2,1.4,6.4,2.2
2020-12-23T19:30:00,Toronto Raptors,9.585714285714285,1.5714285714285714,3.7142857142857144,0.20457142857142857,0.5714285714285714,1.8571428571428572,0.10957142857142857,1.0,1.1428571428571428,0.125,0.2857142857142857,0.8571428571428571,1.1428571428571428,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.1428571428571428,4.714285714285714,-0.7142857142857143
2020-12-23T20:00:00,Atlanta Hawks,17.428571428571427,1.7142857142857142,5.0,0.24771428571428572,0.8571428571428571,3.0,0.14871428571428572,0.5714285714285714,1.0,0.23814285714285716,0.7142857142857143,2.5714285714285716,3.2857142857142856,1.5714285714285714,0.5714285714285714,0.14285714285714285,1.5714285714285714,2.2857142857142856,4.857142857142857,-7.0
2020-12-23T20:00:00,Chicago Bulls,18.706666666666663,2.4,6.4,0.3666,0.2,1.8,0.05,1.0,1.6,0.25,1.0,2.2,3.2,1.0,0.8,0.4,0.4,1.8,6.0,1.8
2020-12-23T20:00:00,Detroit Pistons,19.92666666666667,4.6,10.0,0.43599999999999994,1.0,4.0,0.1774,0.0,0.6,0.0,1.2,3.8,5.0,2.2,0.6,0.2,1.0,2.4,10.2,-2.4
