date,team,Reserve_MP,Reserve_FG,Reserve_FGA,Reserve_FG_PCT,Reserve_FG3,Reserve_FG3A,Reserve_FG3_PCT,Reserve_FT,Reserve_FTA,Reserve_FT_PCT,Reserve_ORB,Reserve_DRB,Reserve_TRB,Reserve_AST,Reserve_STL,Reserve_BLK,Reserve_TOV,Reserve_PF,Reserve_PTS,Reserve_PLUS_MINUS
2021-10-19T19:30:00,Brooklyn Nets,12.2,0.875,2.5,0.0795,0.875,1.375,0.125,0.5,1.0,0.21875,0.125,1.25,1.375,0.625,0.125,0.625,0.5,0.875,3.125,-6.75
2021-10-19T19:30:00,Milwaukee Bucks,14.814285714285715,2.4285714285714284,5.285714285714286,0.32057142857142856,1.1428571428571428,2.7142857142857144,0.20628571428571427,0.42857142857142855,0.5714285714285714,0.21428571428571427,0.7142857142857143,2.2857142857142856,3.0,1.1428571428571428,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.2857142857142858,6.428571428571429,4.285714285714286
2021-10-19T22:00:00,Golden State Warriors,15.104761904761903,2.5714285714285716,4.857142857142857,0.4515714285714286,0.8571428571428571,2.142857142857143,0.37142857142857144,1.8571428571428572,2.0,0.6428571428571429,0.2857142857142857,2.4285714285714284,2.7142857142857144,1.2857142857142858,0.2857142857142857,0.14285714285714285,0.42857142857142855,1.2857142857142858,7.857142857142857,6.285714285714286
2021-10-19T22:00:00,Los Angeles Lakers,16.87666666666667,1.8,4.6,0.43000000000000005,1.4,2.8,0.4,0.8,1.2,0.25,0.2,2.6,2.8,1.8,0.8,0.0,1.6,1.8,5.8,-4.0
2021-10-20T19:00:00,Charlotte Hornets,18.554166666666667,3.0,6.75,0.36075,0.25,1.25,0.08325,1.25,2.0,0.625,1.25,1.5,2.75,2.25,0.75,0.75,0.0,1.0,7.5,-6.75
2021-10-20T19:00:00,Chicago Bulls,13.623333333333331,0.8,3.2,0.11499999999999999,0.4,1.4,0.1332,0.0,0.0,0.0,0.2,2.2,2.4,0.8,0.8,0.6,1.0,2.4,2.0,-5.0
2021-10-20T19:00:00,Detroit Pistons,19.926666666666666,2.6,6.4,0.39920000000000005,0.4,2.6,0.1166,0.8,1.2,0.2,0.6,2.8,3.4,1.8,1.2,0.6,1.6,0.6,6.4,3.4
2021-10-20T19:00:00,Indiana Pacers,25.416666666666668,1.6666666666666667,6.666666666666667,0.26333333333333336,0.6666666666666666,4.0,0.139,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,3.3333333333333335,4.333333333333333,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,4.666666666666667,-2.0
2021-10-20T19:30:00,Boston Celtics,19.31666666666667,2.25,7.25,0.245,0.75,3.0,0.22925,0.25,0.5,0.125,2.0,1.25,3.25,2.75,0.75,0.25,1.25,2.0,5.5,-10.0
2021-10-20T19:30:00,New York Knicks,13.555555555555557,2.0,4.833333333333333,0.26500000000000007,0.3333333333333333,2.1666666666666665,0.09716666666666667,0.8333333333333334,1.1666666666666667,0.36116666666666664,0.3333333333333333,1.5,1.8333333333333333,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,5.166666666666667,-1.5
2021-10-20T19:30:00,Toronto Raptors,19.723333333333336,2.2,6.4,0.3944,0.6,2.6,0.3,1.6,2.0,0.4666,1.6,2.8,4.4,0.4,0.8,0.4,1.2,1.8,6.6,0.2
2021-10-20T19:30:00,Washington Wizards,18.706666666666667,3.2,5.8,0.4636,0.2,1.4,0.2,1.0,1.6,0.2334,1.0,3.4,4.4,1.2,1.2,0.6,1.4,1.8,7.6,3.0
2021-10-20T20:00:00,Cleveland Cavaliers,19.825,3.25,6.75,0.5,1.5,3.25,0.35725,1.75,2.0,0.91675,0.75,2.25,3.0,4.0,0.25,0.25,1.25,2.0,9.75,-6.0
2021-10-20T20:00:00,Houston Rockets,13.470833333333333,2.625,4.625,0.553625,0.625,1.5,0.260375,1.25,1.75,0.46875,0.75,1.375,2.125,1.125,1.375,0.25,1.375,1.625,7.125,3.5
2021-10-20T20:00:00,Memphis Grizzlies,16.470000000000002,2.6,4.4,0.6334,0.8,1.8,0.38,0.4,0.4,0.2,0.6,3.4,4.0,2.2,1.0,0.2,0.2,1.8,6.4,6.8
2021-10-20T20:00:00,Minnesota Timberwolves,11.748148148148147,1.2222222222222223,3.0,0.3591111111111111,0.3333333333333333,1.3333333333333333,0.17588888888888887,0.8888888888888888,1.3333333333333333,0.4444444444444444,0.4444444444444444,1.5555555555555556,2.0,1.4444444444444444,0.8888888888888888,0.5555555555555556,0.7777777777777778,1.1111111111111112,3.6666666666666665,-2.7777777777777777
2021-10-20T20:00:00,New Orleans Pelicans,14.23333333333333,1.0,3.0,0.2312857142857143,0.42857142857142855,1.4285714285714286,0.1285714285714286,0.0,0.0,0.0,0.7142857142857143,1.7142857142857142,2.4285714285714284,1.7142857142857142,0.42857142857142855,0.2857142857142857,0.5714285714285714,1.1428571428571428,2.4285714285714284,-1.4285714285714286
2021-10-20T20:00:00,Philadelphia 76ers,11.861111111111109,1.7777777777777777,3.5555555555555554,0.3446666666666667,0.7777777777777778,1.4444444444444444,0.19444444444444445,0.6666666666666666,0.7777777777777778,0.18522222222222223,0.3333333333333333,1.8888888888888888,2.2222222222222223,1.1111111111111112,0.7777777777777778,0.4444444444444444,0.8888888888888888,0.3333333333333333,5.0,5.111111111111111
2021-10-20T20:30:00,Orlando Magic,20.333333333333336,2.4,6.6,0.3634,0.6,1.8,0.3666,1.4,2.0,0.4,1.2,3.2,4.4,1.0,0.4,0.0,1.4,1.2,6.8,-22.8
2021-10-20T20:30:00,San Antonio Spurs,12.2,2.625,5.375,0.523375,1.0,2.25,0.385375,0.375,0.5,0.1875,0.375,1.625,2.0,1.5,0.375,0.375,0.25,1.25,6.625,10.75
2021-10-20T21:00:00,Oklahoma City Thunder,13.652380952380952,2.2857142857142856,4.857142857142857,0.3578571428571428,0.5714285714285714,2.142857142857143,0.23814285714285716,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.7142857142857143,1.2857142857142858,2.0,1.2857142857142858,0.2857142857142857,0.14285714285714285,1.0,1.0,5.428571428571429,-2.142857142857143
2021-10-20T21:00:00,Utah Jazz,12.327083333333333,1.75,4.0,0.24,0.875,2.5,0.15462499999999998,1.0,1.0,0.375,0.375,2.0,2.375,0.75,0.125,0.25,0.625,1.375,5.375,2.25
2021-10-20T22:00:00,Denver Nuggets,15.656666666666666,1.8,4.6,0.3554,1.2,3.0,0.25,0.6,0.8,0.3,0.2,2.0,2.2,1.2,0.8,0.0,1.6,1.8,5.4,-10.4
2021-10-20T22:00:00,Phoenix Suns,17.08,2.8,6.0,0.45660000000000006,1.4,2.4,0.3866,0.6,1.0,0.12,1.0,2.6,3.6,1.0,0.6,0.2,1.6,1.4,7.6,6.0
2021-10-20T22:00:00,Portland Trail Blazers,17.28333333333333,2.75,4.25,0.60825,0.5,1.0,0.375,0.25,0.5,0.125,1.0,2.5,3.5,1.75,0.25,0.25,0.75,1.5,6.25,-1.25
2021-10-20T22:00:00,Sacramento Kings,21.604166666666668,2.75,7.5,0.38075000000000003,1.5,4.25,0.20525,0.75,1.0,0.1875,0.25,3.25,3.5,2.0,0.25,0.0,0.5,2.75,7.75,-7.25
2021-10-21T19:30:00,Atlanta Hawks,11.07037037037037,1.8888888888888888,4.666666666666667,0.34911111111111115,0.7777777777777778,2.111111111111111,0.32411111111111107,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,2.4444444444444446,2.7777777777777777,1.2222222222222223,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.5555555555555556,4.888888888888889,4.666666666666667
2021-10-21T19:30:00,Dallas Mavericks,12.2,1.75,4.625,0.33187500000000003,0.875,2.375,0.297875,0.0,0.0,0.0,0.25,2.25,2.5,0.75,0.125,0.125,0.375,1.0,4.375,-3.0
2021-10-21T20:00:00,Miami Heat,13.103703703703703,3.2222222222222223,5.666666666666667,0.5951111111111111,1.1111111111111112,2.0,0.5740000000000001,0.7777777777777778,1.3333333333333333,0.25,0.5555555555555556,2.5555555555555554,3.111111111111111,1.2222222222222223,0.3333333333333333,0.1111111111111111,0.6666666666666666,1.4444444444444444,8.333333333333334,7.888888888888889
2021-10-21T20:00:00,Milwaukee Bucks,23.18,2.6,7.0,0.48739999999999994,1.2,3.6,0.3,2.0,3.2,0.7034,0.8,2.6,3.4,1.2,0.0,0.0,1.2,2.8,8.4,-21.2
2021-10-21T22:00:00,Golden State Warriors,13.94285714285714,1.5714285714285714,3.0,0.4250000000000001,0.42857142857142855,0.8571428571428571,0.16671428571428573,0.42857142857142855,0.5714285714285714,0.10714285714285714,0.2857142857142857,2.5714285714285716,2.857142857142857,1.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.8571428571428571,4.0,0.8571428571428571
2021-10-21T22:00:00,Los Angeles Clippers,22.875,2.25,6.0,0.33325,0.75,2.75,0.175,1.5,1.5,0.5,1.0,3.0,4.0,2.0,0.25,0.0,0.5,2.25,6.75,9.5
2021-10-22T19:00:00,Charlotte Hornets,10.618518518518519,1.8888888888888888,3.7777777777777777,0.19633333333333333,0.4444444444444444,1.2222222222222223,0.06344444444444444,0.7777777777777778,1.0,0.3333333333333333,0.5555555555555556,1.5555555555555556,2.111111111111111,1.5555555555555556,0.3333333333333333,0.0,0.4444444444444444,0.5555555555555556,5.0,2.111111111111111
