Unnamed: 0,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,Home_Prob,Away_Prob,Home_Odds,Away_Odds,home_score,away_score,Starter_MP_Home,Starter_FG_Home,Starter_FGA_Home,Starter_FG_PCT_Home,Starter_FG3_Home,Starter_FG3A_Home,Starter_FG3_PCT_Home,Starter_FT_Home,Starter_FTA_Home,Starter_FT_PCT_Home,Starter_ORB_Home,Starter_DRB_Home,Starter_TRB_Home,Starter_AST_Home,Starter_STL_Home,Starter_BLK_Home,Starter_TOV_Home,Starter_PF_Home,Starter_PTS_Home,Starter_PLUS_MINUS_Home,Reserve_MP_Home,Reserve_FG_Home,Reserve_FGA_Home,Reserve_FG_PCT_Home,Reserve_FG3_Home,Reserve_FG3A_Home,Reserve_FG3_PCT_Home,Reserve_FT_Home,Reserve_FTA_Home,Reserve_FT_PCT_Home,Reserve_ORB_Home,Reserve_DRB_Home,Reserve_TRB_Home,Reserve_AST_Home,Reserve_STL_Home,Reserve_BLK_Home,Reserve_TOV_Home,Reserve_PF_Home,Reserve_PTS_Home,Reserve_PLUS_MINUS_Home,Starter_MP_Away,Starter_FG_Away,Starter_FGA_Away,Starter_FG_PCT_Away,Starter_FG3_Away,Starter_FG3A_Away,Starter_FG3_PCT_Away,Starter_FT_Away,Starter_FTA_Away,Starter_FT_PCT_Away,Starter_ORB_Away,Starter_DRB_Away,Starter_TRB_Away,Starter_AST_Away,Starter_STL_Away,Starter_BLK_Away,Starter_TOV_Away,Starter_PF_Away,Starter_PTS_Away,Starter_PLUS_MINUS_Away,Reserve_MP_Away,Reserve_FG_Away,Reserve_FGA_Away,Reserve_FG_PCT_Away,Reserve_FG3_Away,Reserve_FG3A_Away,Reserve_FG3_PCT_Away,Reserve_FT_Away,Reserve_FTA_Away,Reserve_FT_PCT_Away,Reserve_ORB_Away,Reserve_DRB_Away,Reserve_TRB_Away,Reserve_AST_Away,Reserve_STL_Away,Reserve_BLK_Away,Reserve_TOV_Away,Reserve_PF_Away,Reserve_PTS_Away,Reserve_PLUS_MINUS_Away,game_result
0,2023-10-24,Denver Nuggets,Los Angeles Lakers,229.0,5.0,-188,158,226,12,7,7,0.5319148936170213,0.6329113924050632,1.88,1.58,119.0,107.0,34.56666666666666,8.0,14.2,0.5696,2.2,4.8,0.5178,1.2,1.6,0.5,1.6,5.6,7.2,5.0,1.6,0.8,1.2,2.2,19.4,9.2,9.295238095238094,1.1428571428571428,2.857142857142857,0.3487142857142857,0.4285714285714285,1.4285714285714286,0.1047142857142857,0.4285714285714285,0.5714285714285714,0.2142857142857142,0.1428571428571428,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.7142857142857143,0.5714285714285714,3.142857142857143,2.0,32.33,6.0,12.8,0.485,1.8,3.8,0.4634,2.4,3.2,0.6428,1.4,4.8,6.2,4.2,0.8,0.6,1.6,1.8,16.2,-7.4,11.038095238095238,1.5714285714285714,3.7142857142857135,0.275,0.1428571428571428,1.4285714285714286,0.0714285714285714,0.4285714285714285,0.5714285714285714,0.2142857142857142,0.8571428571428571,1.0,1.8571428571428568,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.4285714285714285,1.2857142857142858,3.7142857142857135,-3.2857142857142856,1
0,2023-10-24,Golden State Warriors,Phoenix Suns,235.0,2.5,-148,126,212,-4,7,7,0.6756756756756757,0.7936507936507936,1.48,1.26,104.0,108.0,31.313333333333333,5.0,14.2,0.3666,1.4,6.8,0.1117999999999999,3.2,3.6,0.7048,1.8,4.2,6.0,2.8,0.6,0.4,1.6,2.6,14.6,-5.6,16.47,2.2,6.0,0.288,0.6,1.8,0.1666,1.2,2.0,0.3334,1.8,2.0,3.8,1.0,1.6,0.8,0.6,2.0,6.2,1.6,30.5,6.4,13.2,0.4679999999999999,1.2,3.6,0.475,2.2,2.6,0.72,2.6,5.4,8.0,3.4,0.4,0.4,2.4,2.8,16.2,1.0,16.876666666666665,2.0,5.8,0.4866,1.0,3.0,0.3444,0.4,0.8,0.1,0.8,3.2,4.0,1.2,0.6,1.0,1.4,1.6,5.4,3.0,0
0,2023-10-25,Indiana Pacers,Washington Wizards,235.5,5.0,-205,172,263,23,7,7,0.4878048780487805,0.5813953488372093,2.05,1.72,143.0,120.0,24.4,6.4,11.8,0.5518,2.4,5.4,0.3632,1.6,1.8,0.7,0.4,4.0,4.4,3.8,1.0,1.0,1.6,1.8,16.8,11.2,12.877777777777778,2.6666666666666665,5.333333333333333,0.4713333333333333,0.8888888888888888,1.7777777777777777,0.2671111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.8888888888888888,2.333333333333333,3.2222222222222223,2.111111111111111,0.5555555555555556,0.3333333333333333,0.4444444444444444,1.5555555555555556,6.555555555555555,6.555555555555555,24.196666666666665,5.8,11.6,0.5944,0.6,2.8,0.15,2.6,3.6,0.5599999999999999,1.0,2.8,3.8,3.2,0.6,1.2,1.6,1.4,14.8,-15.4,13.103703703703705,1.6666666666666667,4.222222222222222,0.3122222222222222,0.6666666666666666,1.1111111111111112,0.4666666666666667,1.1111111111111112,1.2222222222222223,0.3888888888888889,0.6666666666666666,2.2222222222222223,2.888888888888889,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,5.111111111111111,-4.222222222222222,1
0,2023-10-25,Charlotte Hornets,Atlanta Hawks,236.0,-4.0,152,-180,226,6,7,7,0.6578947368421053,0.5555555555555556,1.5199999999999998,1.7999999999999998,116.0,110.0,31.923333333333336,6.4,12.6,0.541,1.4,5.0,0.1634,3.2,4.4,0.6167999999999999,2.0,5.8,7.8,5.2,1.0,0.4,3.0,2.4,17.4,12.0,15.859999999999996,2.2,4.6,0.4484,0.8,2.4,0.1524,0.6,0.8,0.15,0.4,2.0,2.4,1.6,0.0,0.2,0.8,1.8,5.8,-6.0,31.313333333333333,4.6,12.8,0.3938,0.6,4.0,0.1222,4.8,5.6,0.7032,2.2,2.8,5.0,3.2,1.4,0.0,2.0,2.2,14.6,-12.0,20.5875,4.0,7.25,0.53125,0.5,2.25,0.13325,0.75,1.25,0.375,0.25,4.0,4.25,2.0,1.25,0.25,0.5,2.0,9.25,7.5,1
0,2023-10-25,Orlando Magic,Houston Rockets,219.5,4.5,-184,154,202,30,7,7,0.5434782608695652,0.6493506493506493,1.84,1.54,116.0,86.0,25.21333333333333,4.0,9.8,0.4246,1.0,3.4,0.143,2.4,2.6,0.3714,2.2,2.8,5.0,2.0,1.4,0.0,1.4,1.6,11.4,9.6,10.878333333333332,2.2,3.8,0.4458999999999999,0.4,1.7,0.1583,1.1,1.3,0.4417,0.6,2.6,3.2,0.9,0.1,0.6,0.7,1.2,5.9,10.2,28.87333333333333,4.2,10.0,0.4354,1.6,3.6,0.2668,1.8,2.6,0.3714,0.6,3.2,3.8,2.8,0.8,0.2,2.2,3.2,11.8,-8.0,10.279629629629628,1.2222222222222223,3.2222222222222223,0.4407777777777777,0.4444444444444444,1.7777777777777777,0.2936666666666666,0.1111111111111111,0.3333333333333333,0.0555555555555555,0.4444444444444444,0.8888888888888888,1.3333333333333333,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.8888888888888888,3.0,-12.22222222222222,1
0,2023-10-25,New York Knicks,Boston Celtics,223.0,-4.0,146,-174,212,-4,7,7,0.684931506849315,0.5747126436781609,1.4600000000000002,1.7400000000000002,104.0,108.0,29.89,4.8,14.8,0.3468,2.2,5.4,0.3299999999999999,1.4,3.2,0.2113999999999999,1.8,3.0,4.8,3.2,1.6,0.0,1.0,2.4,13.2,-3.2,22.875,3.0,5.75,0.4715,1.75,3.5,0.3035,1.75,2.5,0.45825,2.0,3.75,5.75,2.0,0.25,0.0,1.0,2.5,9.5,-1.0,36.193333333333335,6.6,12.8,0.511,2.0,5.8,0.2928,4.0,4.8,0.6466000000000001,0.6,6.4,7.0,2.6,1.0,1.8,2.0,3.6,19.2,6.2,14.233333333333336,1.0,3.25,0.25,0.5,2.5,0.16675,0.5,0.5,0.25,1.0,1.75,2.75,1.25,0.25,0.5,0.75,1.0,3.0,-2.75,0
0,2023-10-25,Miami Heat,Detroit Pistons,218.5,9.5,-450,350,205,1,7,7,0.2222222222222222,0.2857142857142857,4.5,3.5,103.0,102.0,32.126666666666665,4.8,13.0,0.3214,1.0,2.6,0.1572,3.4,4.2,0.5156000000000001,2.4,4.6,7.0,2.8,1.4,0.6,1.0,2.6,14.0,1.6,15.656666666666666,2.6,5.4,0.5286,0.6,1.8,0.12,0.8,1.0,0.16,0.8,1.8,2.6,1.6,0.8,0.0,0.4,1.0,6.6,-0.6,31.72000000000001,6.4,13.6,0.4457999999999999,1.4,4.0,0.3222,0.8,1.6,0.3,3.0,4.8,7.8,4.2,0.6,2.2,2.2,3.2,15.0,-2.4,15.86,1.8,4.8,0.4286,0.8,2.4,0.2134,1.0,1.4,0.4333999999999999,0.4,3.0,3.4,1.4,0.0,0.4,1.0,1.4,5.4,1.4,1
0,2023-10-25,Brooklyn Nets,Cleveland Cavaliers,218.5,-1.5,106,-124,227,-1,7,7,0.9433962264150942,0.8064516129032259,1.06,1.24,113.0,114.0,27.24666666666667,3.4,8.2,0.3932,0.4,1.8,0.1166,2.4,2.8,0.6778000000000001,1.8,4.0,5.8,4.6,1.0,0.8,1.6,2.0,9.6,-6.4,20.333333333333336,5.0,8.6,0.5837999999999999,1.4,3.6,0.33,1.6,2.4,0.1454,0.8,3.4,4.2,1.4,0.2,0.4,1.8,1.2,13.0,5.4,34.36333333333333,7.4,14.2,0.5216000000000001,2.8,6.4,0.3276,1.8,2.0,0.76,1.4,4.8,6.2,3.6,1.8,1.0,1.6,3.0,19.4,6.8,16.775,1.75,5.75,0.55875,0.75,2.75,0.09375,0.0,0.0,0.0,0.5,1.25,1.75,1.75,0.25,0.25,0.5,2.0,4.25,-7.25,0
0,2023-10-25,Toronto Raptors,Minnesota Timberwolves,220.5,1.0,-112,-104,191,3,7,7,0.8928571428571428,0.9615384615384616,1.12,1.04,97.0,94.0,32.33,5.8,13.2,0.5356,2.4,5.2,0.3588,2.2,3.2,0.7834,1.0,6.0,7.0,4.0,1.2,1.8,2.0,1.4,16.2,6.6,15.656666666666666,1.4,4.8,0.2053999999999999,0.4,1.8,0.25,0.0,0.0,0.0,0.6,1.8,2.4,1.4,0.6,0.4,0.8,2.2,3.2,-3.6,31.923333333333336,5.4,15.6,0.352,1.4,4.8,0.2042,2.4,2.8,0.72,2.6,6.4,9.0,2.0,0.8,1.8,2.0,2.0,14.6,-7.0,20.079166666666666,1.75,5.5,0.2269999999999999,0.25,1.75,0.0625,1.5,2.0,0.5,0.75,3.5,4.25,2.5,1.0,0.0,1.0,1.0,5.25,5.0,1
0,2023-10-25,Chicago Bulls,Oklahoma City Thunder,224.5,2.5,-146,124,228,-20,7,7,0.684931506849315,0.8064516129032259,1.4600000000000002,1.24,104.0,124.0,29.89,5.2,13.6,0.4022,1.0,5.0,0.1682,2.6,3.2,0.6332,1.2,3.8,5.0,3.4,1.2,0.6,1.6,2.4,14.0,-11.6,12.345238095238091,1.8571428571428568,3.7142857142857135,0.3809999999999999,1.0,2.4285714285714284,0.25,0.1428571428571428,0.2857142857142857,0.0714285714285714,1.0,1.4285714285714286,2.4285714285714284,1.2857142857142858,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,4.857142857142857,-6.0,31.51666666666667,6.2,11.6,0.5136000000000001,2.0,4.4,0.4934,2.0,2.4,0.4666,0.2,4.8,5.0,5.2,1.0,0.6,1.8,1.6,16.4,14.6,9.9125,1.75,3.0,0.429125,1.125,2.125,0.2625,0.625,0.75,0.21875,0.5,1.75,2.25,0.5,0.125,0.125,0.75,1.375,5.25,3.375,0
