date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2021-01-08T22:00:00,Friday,Los Angeles Lakers,117,Chicago Bulls,115,0,,
2021-01-08T22:00:00,Friday,Sacramento Kings,123,Toronto Raptors,144,0,,
2021-01-09T15:00:00,Saturday,Philadelphia 76ers,103,Denver Nuggets,115,0,,
2021-01-09T19:00:00,Saturday,Charlotte Hornets,113,Atlanta Hawks,105,0,,
2021-01-09T19:00:00,Saturday,Indiana Pacers,117,Phoenix Suns,125,0,,
2021-01-09T19:00:00,Saturday,Washington Wizards,124,Miami Heat,128,0,,
2021-01-09T20:00:00,Saturday,Minnesota Timberwolves,122,San Antonio Spurs,125,0,OT,
2021-01-09T20:00:00,Saturday,Milwaukee Bucks,100,Cleveland Cavaliers,90,0,,
2021-01-09T20:30:00,Saturday,Dallas Mavericks,112,Orlando Magic,98,0,,
2021-01-09T22:00:00,Saturday,Sacramento Kings,99,Portland Trail Blazers,125,0,,
2021-01-10T15:00:00,Sunday,Detroit Pistons,86,Utah Jazz,96,0,,
2021-01-10T16:00:00,Sunday,Los Angeles Clippers,130,Chicago Bulls,127,0,,
2021-01-10T18:00:00,Sunday,Brooklyn Nets,116,Oklahoma City Thunder,129,0,,
2021-01-10T18:00:00,Sunday,New York Knicks,89,Denver Nuggets,114,0,,
2021-01-10T19:00:00,Sunday,Houston Rockets,102,Los Angeles Lakers,120,0,,
2021-01-10T20:00:00,Sunday,Minnesota Timberwolves,96,San Antonio Spurs,88,0,,
2021-01-10T20:30:00,Sunday,Golden State Warriors,106,Toronto Raptors,105,0,,
2021-01-11T19:00:00,Monday,Washington Wizards,128,Phoenix Suns,107,0,,
2021-01-11T19:00:00,Monday,Orlando Magic,99,Milwaukee Bucks,121,0,,
2021-01-11T19:00:00,Monday,Charlotte Hornets,109,New York Knicks,88,0,,
2021-01-11T19:00:00,Monday,Cleveland Cavaliers,91,Memphis Grizzlies,101,0,,
2021-01-11T19:30:00,Monday,Atlanta Hawks,112,Philadelphia 76ers,94,0,,
2021-01-11T22:00:00,Monday,Portland Trail Blazers,112,Toronto Raptors,111,0,,
2021-01-11T22:00:00,Monday,Sacramento Kings,127,Indiana Pacers,122,0,,
2021-01-12T19:00:00,Tuesday,Philadelphia 76ers,137,Miami Heat,134,0,OT,
2021-01-12T19:30:00,Tuesday,Brooklyn Nets,122,Denver Nuggets,116,0,,
2021-01-12T19:30:00,Tuesday,Cleveland Cavaliers,87,Utah Jazz,117,0,,
2021-01-12T20:00:00,Tuesday,Oklahoma City Thunder,102,San Antonio Spurs,112,0,,
2021-01-12T20:00:00,Tuesday,Houston Rockets,100,Los Angeles Lakers,117,0,,
2021-01-12T22:30:00,Tuesday,Golden State Warriors,95,Indiana Pacers,104,0,,
2021-01-13T19:00:00,Wednesday,Charlotte Hornets,93,Dallas Mavericks,104,0,,
2021-01-13T19:00:00,Wednesday,Detroit Pistons,101,Milwaukee Bucks,110,0,,
2021-01-13T19:30:00,Wednesday,New York Knicks,109,Brooklyn Nets,116,0,,
2021-01-13T20:00:00,Wednesday,Minnesota Timberwolves,107,Memphis Grizzlies,118,0,,
2021-01-13T20:00:00,Wednesday,Oklahoma City Thunder,99,Los Angeles Lakers,128,0,,
2021-01-13T22:00:00,Wednesday,Los Angeles Clippers,111,New Orleans Pelicans,106,0,,
2021-01-13T22:00:00,Wednesday,Sacramento Kings,126,Portland Trail Blazers,132,0,,
2021-01-14T19:00:00,Thursday,Philadelphia 76ers,125,Miami Heat,108,0,,
2021-01-14T19:30:00,Thursday,San Antonio Spurs,105,Houston Rockets,109,0,,
2021-01-14T19:30:00,Thursday,Toronto Raptors,111,Charlotte Hornets,108,0,,
2021-01-14T22:00:00,Thursday,Denver Nuggets,114,Golden State Warriors,104,0,,
2021-01-14T22:00:00,Thursday,Portland Trail Blazers,87,Indiana Pacers,111,0,,
2021-01-15T19:30:00,Friday,Boston Celtics,124,Orlando Magic,97,0,,
2021-01-15T19:30:00,Friday,Cleveland Cavaliers,106,New York Knicks,103,0,,
2021-01-15T19:30:00,Friday,Milwaukee Bucks,112,Dallas Mavericks,109,0,,
2021-01-15T20:00:00,Friday,Oklahoma City Thunder,127,Chicago Bulls,125,0,OT,
2021-01-15T21:00:00,Friday,Utah Jazz,116,Atlanta Hawks,92,0,,
2021-01-15T22:00:00,Friday,Los Angeles Lakers,112,New Orleans Pelicans,95,0,,
2021-01-15T22:00:00,Friday,Sacramento Kings,100,Los Angeles Clippers,138,0,,
2021-01-16T17:00:00,Saturday,San Antonio Spurs,103,Houston Rockets,91,0,,
2021-01-16T18:00:00,Saturday,Brooklyn Nets,122,Orlando Magic,115,0,,
2021-01-16T19:30:00,Saturday,Toronto Raptors,116,Charlotte Hornets,113,0,,
2021-01-16T20:00:00,Saturday,Memphis Grizzlies,106,Philadelphia 76ers,104,0,,
2021-01-16T20:00:00,Saturday,Miami Heat,100,Detroit Pistons,120,0,,
2021-01-16T22:00:00,Saturday,Portland Trail Blazers,112,Atlanta Hawks,106,0,,
2021-01-17T13:00:00,Sunday,Boston Celtics,75,New York Knicks,105,0,,
2021-01-17T15:00:00,Sunday,Dallas Mavericks,101,Chicago Bulls,117,0,,
2021-01-17T20:00:00,Sunday,Denver Nuggets,105,Utah Jazz,109,0,,
2021-01-17T21:00:00,Sunday,Sacramento Kings,123,New Orleans Pelicans,128,0,,
2021-01-17T22:00:00,Sunday,Los Angeles Clippers,129,Indiana Pacers,96,0,,
2021-01-18T12:00:00,Monday,New York Knicks,91,Orlando Magic,84,0,,
2021-01-18T14:30:00,Monday,Atlanta Hawks,108,Minnesota Timberwolves,97,0,,
2021-01-18T15:00:00,Monday,Portland Trail Blazers,104,San Antonio Spurs,125,0,,
2021-01-18T17:00:00,Monday,Memphis Grizzlies,108,Phoenix Suns,104,0,,
2021-01-18T19:30:00,Monday,Brooklyn Nets,125,Milwaukee Bucks,123,0,,
2021-01-18T19:30:00,Monday,Toronto Raptors,116,Dallas Mavericks,93,0,,
2021-01-18T20:00:00,Monday,Chicago Bulls,125,Houston Rockets,120,0,,
2021-01-18T20:00:00,Monday,Miami Heat,113,Detroit Pistons,107,0,,
2021-01-18T22:00:00,Monday,Los Angeles Lakers,113,Golden State Warriors,115,0,,
2021-01-19T21:00:00,Tuesday,Denver Nuggets,119,Oklahoma City Thunder,101,0,,
2021-01-19T21:00:00,Tuesday,Utah Jazz,118,New Orleans Pelicans,102,0,,
2021-01-20T19:00:00,Wednesday,Indiana Pacers,112,Dallas Mavericks,124,0,,
2021-01-20T19:00:00,Wednesday,Philadelphia 76ers,117,Boston Celtics,109,0,,
2021-01-20T19:00:00,Wednesday,Cleveland Cavaliers,147,Brooklyn Nets,135,0,2OT,
2021-01-20T19:30:00,Wednesday,Atlanta Hawks,123,Detroit Pistons,115,0,OT,
2021-01-20T19:30:00,Wednesday,Toronto Raptors,102,Miami Heat,111,0,,
2021-01-20T20:00:00,Wednesday,Minnesota Timberwolves,96,Orlando Magic,97,0,,
2021-01-20T21:30:00,Wednesday,Houston Rockets,103,Phoenix Suns,109,0,,
2021-01-20T22:00:00,Wednesday,Golden State Warriors,121,San Antonio Spurs,99,0,,
2021-01-20T22:00:00,Wednesday,Los Angeles Clippers,115,Sacramento Kings,96,0,,
2021-01-21T19:30:00,Thursday,Milwaukee Bucks,106,Los Angeles Lakers,113,0,,
2021-01-21T22:00:00,Thursday,Utah Jazz,129,New Orleans Pelicans,118,0,,
2021-01-21T22:00:00,Thursday,Golden State Warriors,104,New York Knicks,119,0,,
2021-01-22T19:00:00,Friday,Charlotte Hornets,110,Chicago Bulls,123,0,,
2021-01-22T19:00:00,Friday,Detroit Pistons,102,Houston Rockets,103,0,,
2021-01-22T19:00:00,Friday,Indiana Pacers,120,Orlando Magic,118,0,OT,
2021-01-22T19:30:00,Friday,Cleveland Cavaliers,125,Brooklyn Nets,113,0,,
2021-01-22T19:30:00,Friday,Philadelphia 76ers,122,Boston Celtics,110,0,,
2021-01-22T19:30:00,Friday,Toronto Raptors,101,Miami Heat,81,0,,
2021-01-22T20:00:00,Friday,Minnesota Timberwolves,98,Atlanta Hawks,116,0,,
2021-01-22T20:30:00,Friday,San Antonio Spurs,117,Dallas Mavericks,122,0,,
2021-01-22T22:00:00,Friday,Sacramento Kings,103,New York Knicks,94,0,,
2021-01-22T22:00:00,Friday,Los Angeles Clippers,120,Oklahoma City Thunder,106,0,,
2021-01-22T22:00:00,Friday,Phoenix Suns,126,Denver Nuggets,130,0,OT,
2021-01-23T20:00:00,Saturday,Brooklyn Nets,128,Miami Heat,124,0,,
2021-01-23T20:00:00,Saturday,Detroit Pistons,110,Philadelphia 76ers,114,0,,
2021-01-23T20:00:00,Saturday,Minnesota Timberwolves,120,New Orleans Pelicans,110,0,,
2021-01-23T21:00:00,Saturday,Chicago Bulls,90,Los Angeles Lakers,101,0,,
2021-01-23T21:00:00,Saturday,Dallas Mavericks,108,Houston Rockets,133,0,,
2021-01-23T21:00:00,Saturday,Phoenix Suns,112,Denver Nuggets,120,0,2OT,
2021-01-23T21:00:00,Saturday,Utah Jazz,127,Golden State Warriors,108,0,,
2021-01-24T13:00:00,Sunday,Indiana Pacers,102,Toronto Raptors,107,0,,
2021-01-24T16:00:00,Sunday,Los Angeles Clippers,108,Oklahoma City Thunder,100,0,,
2021-01-24T19:00:00,Sunday,Boston Celtics,141,Cleveland Cavaliers,103,0,,
2021-01-24T19:00:00,Sunday,Orlando Magic,104,Charlotte Hornets,107,0,,
2021-01-24T20:00:00,Sunday,Milwaukee Bucks,129,Atlanta Hawks,115,0,,
2021-01-24T20:00:00,Sunday,San Antonio Spurs,121,Washington Wizards,101,0,,
2021-01-24T22:00:00,Sunday,Portland Trail Blazers,116,New York Knicks,113,0,,
2021-01-25T19:00:00,Monday,Orlando Magic,117,Charlotte Hornets,108,0,,
2021-01-25T19:00:00,Monday,Indiana Pacers,129,Toronto Raptors,114,0,,
2021-01-25T19:00:00,Monday,Detroit Pistons,119,Philadelphia 76ers,104,0,,
2021-01-25T19:30:00,Monday,Brooklyn Nets,98,Miami Heat,85,0,,
2021-01-25T20:00:00,Monday,Cleveland Cavaliers,108,Los Angeles Lakers,115,0,,
2021-01-25T20:30:00,Monday,Dallas Mavericks,113,Denver Nuggets,117,0,,
2021-01-25T21:00:00,Monday,Chicago Bulls,103,Boston Celtics,119,0,,
2021-01-25T22:00:00,Monday,Golden State Warriors,130,Minnesota Timberwolves,108,0,,
2021-01-25T22:00:00,Monday,Portland Trail Blazers,122,Oklahoma City Thunder,125,0,,
2021-01-26T19:30:00,Tuesday,Atlanta Hawks,108,Los Angeles Clippers,99,0,,
2021-01-26T20:00:00,Tuesday,Houston Rockets,107,Washington Wizards,88,0,,
2021-01-26T21:00:00,Tuesday,Utah Jazz,108,New York Knicks,94,0,,
2021-01-27T19:00:00,Wednesday,Charlotte Hornets,106,Indiana Pacers,116,0,,
2021-01-27T19:00:00,Wednesday,Cleveland Cavaliers,122,Detroit Pistons,107,0,,
2021-01-27T19:00:00,Wednesday,Orlando Magic,107,Sacramento Kings,121,0,,
2021-01-27T19:30:00,Wednesday,Atlanta Hawks,128,Brooklyn Nets,132,0,OT,
2021-01-27T19:30:00,Wednesday,Miami Heat,82,Denver Nuggets,109,0,,
2021-01-27T19:30:00,Wednesday,Philadelphia 76ers,107,Los Angeles Lakers,106,0,,
2021-01-27T19:30:00,Wednesday,Toronto Raptors,108,Milwaukee Bucks,115,0,,
2021-01-27T20:30:00,Wednesday,San Antonio Spurs,110,Boston Celtics,106,0,,
2021-01-27T21:00:00,Wednesday,New Orleans Pelicans,124,Washington Wizards,106,0,,
2021-01-27T21:00:00,Wednesday,Phoenix Suns,97,Oklahoma City Thunder,102,0,,
2021-01-27T21:00:00,Wednesday,Utah Jazz,116,Dallas Mavericks,104,0,,
2021-01-27T22:00:00,Wednesday,Golden State Warriors,123,Minnesota Timberwolves,111,0,,
2021-01-28T19:30:00,Thursday,Houston Rockets,104,Portland Trail Blazers,101,0,,
2021-01-28T20:00:00,Thursday,Detroit Pistons,107,Los Angeles Lakers,92,0,,
2021-01-28T20:00:00,Thursday,Miami Heat,105,Los Angeles Clippers,109,0,,
2021-01-28T22:00:00,Thursday,Phoenix Suns,114,Golden State Warriors,93,0,,
2021-01-29T19:00:00,Friday,Charlotte Hornets,108,Indiana Pacers,105,0,,
2021-01-29T19:00:00,Friday,Washington Wizards,100,Atlanta Hawks,116,0,,
2021-01-29T19:30:00,Friday,New Orleans Pelicans,131,Milwaukee Bucks,126,0,,
2021-01-29T19:30:00,Friday,New York Knicks,102,Cleveland Cavaliers,81,0,,
2021-01-29T19:30:00,Friday,Toronto Raptors,124,Sacramento Kings,126,0,,
2021-01-29T20:00:00,Friday,Oklahoma City Thunder,125,Brooklyn Nets,147,0,,
2021-01-29T20:00:00,Friday,Orlando Magic,90,Los Angeles Clippers,116,0,,
2021-01-29T20:00:00,Friday,Minnesota Timberwolves,94,Philadelphia 76ers,118,0,,
2021-01-29T20:30:00,Friday,San Antonio Spurs,119,Denver Nuggets,109,0,,
2021-01-29T22:00:00,Friday,Utah Jazz,120,Dallas Mavericks,101,0,,
2021-01-30T20:00:00,Saturday,Chicago Bulls,122,Portland Trail Blazers,123,0,,
2021-01-30T20:00:00,Saturday,Charlotte Hornets,126,Milwaukee Bucks,114,0,,
2021-01-30T20:00:00,Saturday,Miami Heat,105,Sacramento Kings,104,0,,
2021-01-30T20:00:00,Saturday,New Orleans Pelicans,112,Houston Rockets,126,0,,
2021-01-30T20:30:00,Saturday,San Antonio Spurs,112,Memphis Grizzlies,129,0,,
2021-01-30T20:30:00,Saturday,Boston Celtics,95,Los Angeles Lakers,96,0,,
2021-01-30T21:00:00,Saturday,Dallas Mavericks,105,Phoenix Suns,111,0,,
2021-01-30T22:00:00,Saturday,Golden State Warriors,118,Detroit Pistons,91,0,,
2021-01-31T13:00:00,Sunday,New York Knicks,115,Los Angeles Clippers,129,0,,
2021-01-31T15:30:00,Sunday,Denver Nuggets,128,Utah Jazz,117,0,,
2021-01-31T19:00:00,Sunday,Toronto Raptors,115,Orlando Magic,102,0,,
2021-01-31T19:00:00,Sunday,Washington Wizards,149,Brooklyn Nets,146,0,,
2021-01-31T19:00:00,Sunday,Indiana Pacers,110,Philadelphia 76ers,119,0,,
2021-01-31T20:00:00,Sunday,Minnesota Timberwolves,109,Cleveland Cavaliers,104,0,,
2021-02-01T19:30:00,Monday,Atlanta Hawks,99,Los Angeles Lakers,107,1341,,
2021-02-01T19:30:00,Monday,Miami Heat,121,Charlotte Hornets,129,1341,OT,
2021-02-01T20:00:00,Monday,Oklahoma City Thunder,106,Houston Rockets,136,1341,,
2021-02-01T20:00:00,Monday,New Orleans Pelicans,109,Sacramento Kings,118,1341,,
2021-02-01T20:00:00,Monday,Milwaukee Bucks,134,Portland Trail Blazers,106,1341,,
2021-02-01T20:00:00,Monday,Cleveland Cavaliers,100,Minnesota Timberwolves,98,1341,,
2021-02-01T20:00:00,Monday,Chicago Bulls,110,New York Knicks,102,1341,,
2021-02-01T20:30:00,Monday,Dallas Mavericks,108,Phoenix Suns,109,1341,,
2021-02-01T20:30:00,Monday,San Antonio Spurs,102,Memphis Grizzlies,133,1341,,
2021-02-02T19:00:00,Tuesday,Orlando Magic,108,Toronto Raptors,123,1341,,
2021-02-02T19:30:00,Tuesday,Brooklyn Nets,124,Los Angeles Clippers,120,1341,,
2021-02-02T20:00:00,Tuesday,Indiana Pacers,134,Memphis Grizzlies,116,1341,,
2021-02-02T20:00:00,Tuesday,Washington Wizards,121,Portland Trail Blazers,132,1341,,
2021-02-02T22:00:00,Tuesday,Utah Jazz,117,Detroit Pistons,105,1341,,
2021-02-02T22:00:00,Tuesday,Golden State Warriors,107,Boston Celtics,111,1341,,
2021-02-03T19:00:00,Wednesday,Charlotte Hornets,111,Philadelphia 76ers,118,1341,,
2021-02-03T19:00:00,Wednesday,Milwaukee Bucks,130,Indiana Pacers,110,1341,,
