date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2021-11-03T19:00:00,Wednesday,Philadelphia 76ers,103,Chicago Bulls,98,13889,,
2021-11-03T19:00:00,Wednesday,Washington Wizards,100,Toronto Raptors,109,13889,,
2021-11-03T19:00:00,Wednesday,Orlando Magic,79,Boston Celtics,92,13889,,
2021-11-03T19:00:00,Wednesday,Indiana Pacers,111,New York Knicks,98,13889,,
2021-11-03T19:00:00,Wednesday,Cleveland Cavaliers,107,Portland Trail Blazers,104,13889,,
2021-11-03T19:30:00,Wednesday,Brooklyn Nets,117,Atlanta Hawks,108,13889,,
2021-11-03T20:00:00,Wednesday,Memphis Grizzlies,108,Denver Nuggets,106,13889,,
2021-11-03T20:00:00,Wednesday,Minnesota Timberwolves,115,Los Angeles Clippers,126,13889,,
2021-11-03T20:30:00,Wednesday,San Antonio Spurs,108,Dallas Mavericks,109,13889,,
2021-11-03T22:00:00,Wednesday,Golden State Warriors,114,Charlotte Hornets,92,13889,,
2021-11-03T22:00:00,Wednesday,Sacramento Kings,112,New Orleans Pelicans,99,13889,,
2021-11-04T19:00:00,Thursday,Detroit Pistons,98,Philadelphia 76ers,109,13889,,
2021-11-04T19:30:00,Thursday,Atlanta Hawks,98,Utah Jazz,116,13889,,
2021-11-04T19:30:00,Thursday,Miami Heat,78,Boston Celtics,95,13889,,
2021-11-04T22:00:00,Thursday,Phoenix Suns,123,Houston Rockets,111,13889,,
2021-11-04T22:30:00,Thursday,Los Angeles Lakers,104,Oklahoma City Thunder,107,13889,,
2021-11-05T19:00:00,Friday,Detroit Pistons,90,Brooklyn Nets,96,13889,,
2021-11-05T19:00:00,Friday,Orlando Magic,89,San Antonio Spurs,102,13889,,
2021-11-05T19:00:00,Friday,Washington Wizards,115,Memphis Grizzlies,87,13889,,
2021-11-05T19:30:00,Friday,Milwaukee Bucks,98,New York Knicks,113,13889,,
2021-11-05T19:30:00,Friday,Toronto Raptors,101,Cleveland Cavaliers,102,13889,,
2021-11-05T20:00:00,Friday,Minnesota Timberwolves,84,Los Angeles Clippers,104,13889,,
2021-11-05T22:00:00,Friday,Portland Trail Blazers,110,Indiana Pacers,106,13889,,
2021-11-05T22:00:00,Friday,Sacramento Kings,140,Charlotte Hornets,110,13889,,
2021-11-05T22:00:00,Friday,Golden State Warriors,126,New Orleans Pelicans,85,13889,,
2021-11-06T17:00:00,Saturday,Denver Nuggets,95,Houston Rockets,94,13889,,
2021-11-06T19:30:00,Saturday,Miami Heat,118,Utah Jazz,115,13889,,
2021-11-06T20:00:00,Saturday,Chicago Bulls,105,Philadelphia 76ers,114,13889,,
2021-11-06T20:30:00,Saturday,Dallas Mavericks,107,Boston Celtics,104,13889,,
2021-11-06T22:00:00,Saturday,Phoenix Suns,121,Atlanta Hawks,117,13889,,
2021-11-06T22:30:00,Saturday,Portland Trail Blazers,105,Los Angeles Lakers,90,13889,,
2021-11-07T15:30:00,Sunday,Toronto Raptors,103,Brooklyn Nets,116,13889,,
2021-11-07T18:00:00,Sunday,Washington Wizards,101,Milwaukee Bucks,94,13889,,
2021-11-07T18:00:00,Sunday,Sacramento Kings,91,Indiana Pacers,94,13889,,
2021-11-07T18:00:00,Sunday,Orlando Magic,107,Utah Jazz,100,13889,,
2021-11-07T18:00:00,Sunday,New York Knicks,109,Cleveland Cavaliers,126,13889,,
2021-11-07T19:00:00,Sunday,Oklahoma City Thunder,99,San Antonio Spurs,94,13889,,
2021-11-07T20:30:00,Sunday,Golden State Warriors,120,Houston Rockets,107,13889,,
2021-11-07T21:00:00,Sunday,Los Angeles Clippers,120,Charlotte Hornets,106,13889,,
2021-11-08T19:00:00,Monday,Philadelphia 76ers,96,New York Knicks,103,13889,,
2021-11-08T20:00:00,Monday,Chicago Bulls,118,Brooklyn Nets,95,13889,,
2021-11-08T20:00:00,Monday,Memphis Grizzlies,125,Minnesota Timberwolves,118,13889,OT,
2021-11-08T20:30:00,Monday,Dallas Mavericks,108,New Orleans Pelicans,92,13889,,
2021-11-08T21:00:00,Monday,Denver Nuggets,113,Miami Heat,96,13889,,
2021-11-08T22:00:00,Monday,Golden State Warriors,127,Atlanta Hawks,113,13889,,
2021-11-08T22:00:00,Monday,Sacramento Kings,104,Phoenix Suns,109,13889,,
2021-11-08T22:30:00,Monday,Los Angeles Lakers,126,Charlotte Hornets,123,13889,OT,
2021-11-09T19:30:00,Tuesday,Philadelphia 76ers,109,Milwaukee Bucks,118,13889,,
2021-11-09T21:00:00,Tuesday,Utah Jazz,110,Atlanta Hawks,98,13889,,
2021-11-09T22:00:00,Tuesday,Los Angeles Clippers,117,Portland Trail Blazers,109,13889,,
2021-11-10T19:00:00,Wednesday,Cleveland Cavaliers,94,Washington Wizards,97,13889,,
2021-11-10T19:00:00,Wednesday,Orlando Magic,90,Brooklyn Nets,123,13889,,
2021-11-10T19:30:00,Wednesday,Houston Rockets,104,Detroit Pistons,112,13889,,
2021-11-10T19:30:00,Wednesday,New York Knicks,100,Milwaukee Bucks,112,13889,,
2021-11-10T19:30:00,Wednesday,Boston Celtics,104,Toronto Raptors,88,13889,,
2021-11-10T20:00:00,Wednesday,Memphis Grizzlies,108,Charlotte Hornets,118,13889,,
2021-11-10T20:00:00,Wednesday,New Orleans Pelicans,100,Oklahoma City Thunder,108,13889,,
2021-11-10T20:00:00,Wednesday,Chicago Bulls,117,Dallas Mavericks,107,13889,,
2021-11-10T20:30:00,Wednesday,San Antonio Spurs,136,Sacramento Kings,117,13889,,
2021-11-10T21:00:00,Wednesday,Denver Nuggets,101,Indiana Pacers,98,13889,,
2021-11-10T21:00:00,Wednesday,Phoenix Suns,119,Portland Trail Blazers,109,13889,,
2021-11-10T22:00:00,Wednesday,Golden State Warriors,123,Minnesota Timberwolves,110,13889,,
2021-11-10T22:00:00,Wednesday,Los Angeles Lakers,120,Miami Heat,117,13889,OT,
2021-11-11T19:00:00,Thursday,Philadelphia 76ers,109,Toronto Raptors,115,13889,,
2021-11-11T21:00:00,Thursday,Utah Jazz,100,Indiana Pacers,111,13889,,
2021-11-11T22:30:00,Thursday,Los Angeles Clippers,112,Miami Heat,109,13889,,
2021-11-12T19:00:00,Friday,Charlotte Hornets,104,New York Knicks,96,13889,,
2021-11-12T19:30:00,Friday,Boston Celtics,122,Milwaukee Bucks,113,13889,OT,
2021-11-12T19:30:00,Friday,Cleveland Cavaliers,98,Detroit Pistons,78,13889,,
2021-11-12T20:00:00,Friday,Houston Rockets,92,Portland Trail Blazers,104,13889,,
2021-11-12T20:00:00,Friday,Memphis Grizzlies,94,Phoenix Suns,119,13889,,
2021-11-12T20:00:00,Friday,New Orleans Pelicans,112,Brooklyn Nets,120,13889,,
2021-11-12T20:00:00,Friday,Oklahoma City Thunder,105,Sacramento Kings,103,13889,,
2021-11-12T20:30:00,Friday,San Antonio Spurs,109,Dallas Mavericks,123,13889,,
2021-11-12T21:00:00,Friday,Denver Nuggets,105,Atlanta Hawks,96,13889,,
2021-11-12T22:00:00,Friday,Golden State Warriors,119,Chicago Bulls,93,13889,,
2021-11-12T22:30:00,Friday,Los Angeles Lakers,83,Minnesota Timberwolves,107,13889,,
2021-11-13T17:00:00,Saturday,Utah Jazz,105,Miami Heat,111,13889,,
2021-11-13T19:00:00,Saturday,Indiana Pacers,118,Philadelphia 76ers,113,13889,,
2021-11-13T19:00:00,Saturday,New Orleans Pelicans,112,Memphis Grizzlies,101,13889,,
2021-11-13T19:00:00,Saturday,Orlando Magic,92,Washington Wizards,104,13889,,
2021-11-13T19:30:00,Saturday,Toronto Raptors,121,Detroit Pistons,127,13889,,
2021-11-13T20:00:00,Saturday,Cleveland Cavaliers,91,Boston Celtics,89,13889,,
2021-11-13T22:30:00,Saturday,Los Angeles Clippers,129,Minnesota Timberwolves,102,13889,,
2021-11-14T15:30:00,Sunday,Los Angeles Lakers,114,San Antonio Spurs,106,13889,,
2021-11-14T18:00:00,Sunday,Atlanta Hawks,120,Milwaukee Bucks,100,13889,,
2021-11-14T19:00:00,Sunday,Oklahoma City Thunder,96,Brooklyn Nets,120,13889,,
2021-11-14T19:00:00,Sunday,Houston Rockets,89,Phoenix Suns,115,13889,,
2021-11-14T19:00:00,Sunday,Charlotte Hornets,106,Golden State Warriors,102,13889,,
2021-11-14T20:00:00,Sunday,Denver Nuggets,124,Portland Trail Blazers,95,13889,,
2021-11-14T21:30:00,Sunday,Los Angeles Clippers,90,Chicago Bulls,100,13889,,
2021-11-15T19:00:00,Monday,Cleveland Cavaliers,92,Boston Celtics,98,13889,,
2021-11-15T19:00:00,Monday,Detroit Pistons,107,Sacramento Kings,129,13889,,
2021-11-15T19:00:00,Monday,Washington Wizards,105,New Orleans Pelicans,100,13889,,
2021-11-15T19:30:00,Monday,Atlanta Hawks,129,Orlando Magic,111,13889,,
2021-11-15T19:30:00,Monday,New York Knicks,92,Indiana Pacers,84,13889,,
2021-11-15T20:00:00,Monday,Oklahoma City Thunder,90,Miami Heat,103,13889,,
2021-11-15T20:00:00,Monday,Minnesota Timberwolves,96,Phoenix Suns,99,13889,,
2021-11-15T20:00:00,Monday,Memphis Grizzlies,136,Houston Rockets,102,13889,,
2021-11-15T20:00:00,Monday,Dallas Mavericks,111,Denver Nuggets,101,13889,,
2021-11-15T22:00:00,Monday,Portland Trail Blazers,118,Toronto Raptors,113,13889,,
2021-11-15T22:30:00,Monday,Los Angeles Lakers,103,Chicago Bulls,121,13889,,
2021-11-16T19:30:00,Tuesday,Brooklyn Nets,99,Golden State Warriors,117,13889,,
2021-11-16T22:00:00,Tuesday,Utah Jazz,120,Philadelphia 76ers,85,13889,,
2021-11-16T22:30:00,Tuesday,Los Angeles Clippers,106,San Antonio Spurs,92,13889,,
2021-11-17T19:00:00,Wednesday,Charlotte Hornets,97,Washington Wizards,87,13889,,
2021-11-17T19:00:00,Wednesday,Detroit Pistons,97,Indiana Pacers,89,13889,,
2021-11-17T19:30:00,Wednesday,New York Knicks,98,Orlando Magic,104,13889,,
2021-11-17T19:30:00,Wednesday,Milwaukee Bucks,109,Los Angeles Lakers,102,13889,,
2021-11-17T19:30:00,Wednesday,Brooklyn Nets,109,Cleveland Cavaliers,99,13889,,
2021-11-17T19:30:00,Wednesday,Atlanta Hawks,110,Boston Celtics,99,13889,,
2021-11-17T19:30:00,Wednesday,Miami Heat,113,New Orleans Pelicans,98,13889,,
2021-11-17T20:00:00,Wednesday,Minnesota Timberwolves,107,Sacramento Kings,97,13889,,
2021-11-17T20:00:00,Wednesday,Oklahoma City Thunder,101,Houston Rockets,89,13889,,
2021-11-17T22:00:00,Wednesday,Phoenix Suns,105,Dallas Mavericks,98,13889,,
2021-11-17T22:00:00,Wednesday,Portland Trail Blazers,112,Chicago Bulls,107,13889,,
2021-11-18T19:30:00,Thursday,Miami Heat,112,Washington Wizards,97,13889,,
2021-11-18T19:30:00,Thursday,Cleveland Cavaliers,89,Golden State Warriors,104,13889,,
2021-11-18T20:00:00,Thursday,Minnesota Timberwolves,115,San Antonio Spurs,90,13889,,
2021-11-18T20:00:00,Thursday,Memphis Grizzlies,120,Los Angeles Clippers,108,13889,,
2021-11-18T21:00:00,Thursday,Denver Nuggets,89,Philadelphia 76ers,103,13889,,
2021-11-18T21:00:00,Thursday,Utah Jazz,119,Toronto Raptors,103,13889,,
2021-11-19T19:00:00,Friday,Charlotte Hornets,121,Indiana Pacers,118,13889,,
2021-11-19T19:00:00,Friday,Detroit Pistons,102,Golden State Warriors,105,13889,,
2021-11-19T19:30:00,Friday,Boston Celtics,130,Los Angeles Lakers,108,13889,,
2021-11-19T19:30:00,Friday,Brooklyn Nets,115,Orlando Magic,113,13889,,
2021-11-19T20:00:00,Friday,Milwaukee Bucks,96,Oklahoma City Thunder,89,13889,,
2021-11-19T20:00:00,Friday,New Orleans Pelicans,94,Los Angeles Clippers,81,13889,,
2021-11-19T21:00:00,Friday,Denver Nuggets,108,Chicago Bulls,114,13889,,
2021-11-19T22:00:00,Friday,Sacramento Kings,89,Toronto Raptors,108,13889,,
2021-11-19T22:00:00,Friday,Phoenix Suns,112,Dallas Mavericks,104,13889,,
2021-11-20T17:00:00,Saturday,New York Knicks,106,Houston Rockets,99,13889,,
2021-11-20T19:00:00,Saturday,Indiana Pacers,111,New Orleans Pelicans,94,13889,,
2021-11-20T19:00:00,Saturday,Washington Wizards,103,Miami Heat,100,13889,,
2021-11-20T19:30:00,Saturday,Atlanta Hawks,115,Charlotte Hornets,105,13889,,
2021-11-20T19:30:00,Saturday,Boston Celtics,111,Oklahoma City Thunder,105,13889,,
2021-11-20T20:00:00,Saturday,Milwaukee Bucks,117,Orlando Magic,108,13889,,
2021-11-20T20:00:00,Saturday,Minnesota Timberwolves,138,Memphis Grizzlies,95,13889,,
2021-11-20T22:00:00,Saturday,Sacramento Kings,105,Utah Jazz,123,13889,,
2021-11-20T22:00:00,Saturday,Portland Trail Blazers,118,Philadelphia 76ers,111,13889,,
2021-11-21T15:30:00,Sunday,Los Angeles Clippers,97,Dallas Mavericks,91,13889,,
2021-11-21T18:00:00,Sunday,Detroit Pistons,116,Los Angeles Lakers,121,13889,,
2021-11-21T20:00:00,Sunday,Chicago Bulls,109,New York Knicks,103,13889,,
2021-11-21T20:00:00,Sunday,Phoenix Suns,126,Denver Nuggets,97,13889,,
2021-11-21T20:30:00,Sunday,Golden State Warriors,119,Toronto Raptors,104,13889,,
2021-11-22T19:00:00,Monday,Cleveland Cavaliers,112,Brooklyn Nets,117,13889,,
2021-11-22T19:00:00,Monday,Washington Wizards,103,Charlotte Hornets,109,13889,,
2021-11-22T19:30:00,Monday,Atlanta Hawks,113,Oklahoma City Thunder,101,13889,,
2021-11-22T19:30:00,Monday,Boston Celtics,108,Houston Rockets,90,13889,,
2021-11-22T20:00:00,Monday,New Orleans Pelicans,96,Minnesota Timberwolves,110,13889,,
2021-11-22T20:00:00,Monday,Chicago Bulls,77,Indiana Pacers,109,13889,,
2021-11-22T20:00:00,Monday,Milwaukee Bucks,123,Orlando Magic,92,13889,,
2021-11-22T20:30:00,Monday,San Antonio Spurs,111,Phoenix Suns,115,13889,,
2021-11-22T21:00:00,Monday,Utah Jazz,118,Memphis Grizzlies,119,13889,,
2021-11-22T22:00:00,Monday,Sacramento Kings,94,Philadelphia 76ers,102,13889,,
2021-11-23T19:00:00,Tuesday,Detroit Pistons,92,Miami Heat,100,13889,,
2021-11-23T19:30:00,Tuesday,New York Knicks,106,Los Angeles Lakers,100,13889,,
2021-11-23T22:00:00,Tuesday,Portland Trail Blazers,119,Denver Nuggets,100,13889,,
2021-11-23T22:30:00,Tuesday,Los Angeles Clippers,104,Dallas Mavericks,112,13889,OT,
2021-11-24T19:00:00,Wednesday,Orlando Magic,99,Charlotte Hornets,106,13889,,
2021-11-24T19:00:00,Wednesday,Cleveland Cavaliers,115,Phoenix Suns,120,13889,,
2021-11-24T19:00:00,Wednesday,Indiana Pacers,116,Los Angeles Lakers,124,13889,OT,
2021-11-24T19:30:00,Wednesday,Boston Celtics,104,Brooklyn Nets,123,13889,,
2021-11-24T20:00:00,Wednesday,Houston Rockets,118,Chicago Bulls,113,13889,,
2021-11-24T20:00:00,Wednesday,Memphis Grizzlies,113,Toronto Raptors,126,13889,,
2021-11-24T20:00:00,Wednesday,Milwaukee Bucks,114,Detroit Pistons,93,13889,,
2021-11-24T20:00:00,Wednesday,Minnesota Timberwolves,113,Miami Heat,101,13889,,
2021-11-24T20:00:00,Wednesday,New Orleans Pelicans,127,Washington Wizards,102,13889,,
2021-11-24T20:00:00,Wednesday,Oklahoma City Thunder,104,Utah Jazz,110,13889,,
2021-11-24T20:30:00,Wednesday,San Antonio Spurs,106,Atlanta Hawks,124,13889,,
2021-11-24T22:00:00,Wednesday,Golden State Warriors,116,Philadelphia 76ers,96,13889,,
2021-11-24T22:00:00,Wednesday,Sacramento Kings,125,Portland Trail Blazers,121,13889,,
2021-11-26T15:30:00,Friday,Los Angeles Clippers,107,Detroit Pistons,96,13889,,
2021-11-26T19:00:00,Friday,Charlotte Hornets,133,Minnesota Timberwolves,115,13889,,
2021-11-26T19:00:00,Friday,New York Knicks,97,Phoenix Suns,118,13889,,
2021-11-26T19:00:00,Friday,Orlando Magic,88,Chicago Bulls,123,13889,,
2021-11-26T20:00:00,Friday,Memphis Grizzlies,100,Atlanta Hawks,132,13889,,
2021-11-26T20:00:00,Friday,Indiana Pacers,114,Toronto Raptors,97,13889,,
2021-11-26T20:00:00,Friday,Oklahoma City Thunder,99,Washington Wizards,101,13889,,
2021-11-26T20:30:00,Friday,San Antonio Spurs,96,Boston Celtics,88,13889,,
2021-11-26T21:00:00,Friday,Denver Nuggets,109,Milwaukee Bucks,120,13889,,
2021-11-26T21:00:00,Friday,Utah Jazz,97,New Orleans Pelicans,98,13889,,
2021-11-26T22:00:00,Friday,Golden State Warriors,118,Portland Trail Blazers,103,13889,,
2021-11-26T22:30:00,Friday,Los Angeles Lakers,137,Sacramento Kings,141,13889,3OT,
2021-11-27T18:00:00,Saturday,Philadelphia 76ers,120,Minnesota Timberwolves,121,13889,2OT,
2021-11-27T19:30:00,Saturday,Atlanta Hawks,90,New York Knicks,99,13889,,
2021-11-27T19:30:00,Saturday,Brooklyn Nets,107,Phoenix Suns,113,13889,,
2021-11-27T20:00:00,Saturday,Cleveland Cavaliers,105,Orlando Magic,92,13889,,
2021-11-27T20:00:00,Saturday,Houston Rockets,146,Charlotte Hornets,143,13889,OT,
2021-11-27T20:00:00,Saturday,Chicago Bulls,104,Miami Heat,107,13889,,
2021-11-27T20:30:00,Saturday,Dallas Mavericks,114,Washington Wizards,120,13889,,
2021-11-27T21:00:00,Saturday,Utah Jazz,127,New Orleans Pelicans,105,13889,,
2021-11-28T15:30:00,Sunday,Los Angeles Clippers,90,Golden State Warriors,105,13889,,
