date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2019-10-23T22:00:00,Sacramento Kings Basic and Advanced Stats Table,Yogi Ferrell,Reserve,3.05,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,-5.0
2019-10-23T22:00:00,Sacramento Kings Basic and Advanced Stats Table,Trevor Ariza,Reserve,21.35,2,5,0.4,1,2,0.5,2,2,1.0,1,2,3,0,0,0,1,2,7,-9.0
2019-10-23T22:00:00,Sacramento Kings Basic and Advanced Stats Table,Caleb Swanigan,Reserve,1.0166666666666666,0,0,,0,0,,1,2,0.5,1,1,2,0,0,1,1,1,1,1.0
2019-10-23T22:00:00,Sacramento Kings Basic and Advanced Stats Table,Wenyen Gabriel,Reserve,1.0166666666666666,0,0,,0,0,,1,2,0.5,1,0,1,0,0,0,1,0,1,1.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Frank Kaminsky,Reserve,19.316666666666663,4,7,0.571,0,3,0.0,1,1,1.0,2,2,4,2,0,0,0,0,9,2.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Mikal Bridges,Reserve,23.383333333333333,1,4,0.25,0,2,0.0,3,4,0.75,0,3,3,1,3,0,0,2,5,19.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Dario Šarić,Starter,21.35,2,7,0.286,1,4,0.25,2,2,1.0,0,4,4,0,1,1,0,1,7,12.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Jevon Carter,Reserve,18.3,4,7,0.571,3,5,0.6,0,0,,0,1,1,3,0,1,1,5,11,14.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Kelly Oubre Jr.,Starter,30.5,8,17,0.471,1,6,0.167,4,4,1.0,2,7,9,1,1,2,2,1,21,19.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Devin Booker,Starter,32.53333333333333,10,17,0.588,2,4,0.5,0,1,0.0,0,2,2,10,1,0,3,5,22,25.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Deandre Ayton,Starter,33.55,9,14,0.643,0,0,,0,0,,3,8,11,0,1,4,0,2,18,25.0
2019-10-23T22:00:00,Phoenix Suns Basic and Advanced Stats Table,Ricky Rubio,Starter,29.48333333333333,4,12,0.333,0,2,0.0,3,4,0.75,2,4,6,11,4,0,4,2,11,15.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Tony Snell,Starter,33.55,3,8,0.375,3,7,0.429,0,0,,1,1,2,2,0,1,0,2,9,-17.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Tim Frazier,Reserve,10.166666666666666,2,5,0.4,1,4,0.25,2,2,1.0,0,0,0,1,0,0,0,3,7,-10.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Thon Maker,Reserve,19.316666666666663,0,1,0.0,0,1,0.0,1,2,0.5,2,3,5,1,0,2,1,0,1,-1.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Derrick Rose,Reserve,25.416666666666668,11,16,0.688,0,1,0.0,5,5,1.0,0,1,1,3,0,0,3,1,27,-8.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Langston Galloway,Reserve,25.416666666666668,2,9,0.222,2,7,0.286,2,2,1.0,0,3,3,3,1,1,1,1,8,-2.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Luke Kennard,Reserve,30.5,3,12,0.25,3,9,0.333,4,4,1.0,1,3,4,3,1,0,1,0,13,-3.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Reggie Jackson,Starter,15.25,2,8,0.25,0,3,0.0,1,1,1.0,1,3,4,3,0,0,0,1,5,-1.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Bruce Brown,Starter,17.283333333333335,1,3,0.333,0,1,0.0,0,0,,0,2,2,0,0,0,1,5,2,-14.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Markieff Morris,Starter,25.416666666666668,3,11,0.273,1,4,0.25,0,0,,3,3,6,2,0,0,2,3,7,-14.0
2019-10-24T19:00:00,Detroit Pistons Basic and Advanced Stats Table,Andre Drummond,Starter,36.6,8,12,0.667,0,0,,5,6,0.833,1,11,12,2,4,1,4,4,21,-15.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Trae Young,Starter,37.61666666666667,11,21,0.524,6,10,0.6,10,12,0.833,0,7,7,9,1,0,6,0,38,17.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Kevin Huerter,Reserve,14.233333333333333,0,3,0.0,0,2,0.0,0,0,,0,4,4,5,0,0,3,5,0,-5.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,John Collins,Starter,30.5,8,15,0.533,1,3,0.333,1,1,1.0,3,7,10,1,2,1,0,2,18,4.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,De'Andre Hunter,Starter,25.416666666666668,5,8,0.625,2,3,0.667,2,2,1.0,0,2,2,0,0,0,2,0,14,12.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Alex Len,Starter,23.383333333333333,1,5,0.2,0,2,0.0,2,2,1.0,2,4,6,1,2,1,1,2,4,1.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Cam Reddish,Starter,21.35,0,6,0.0,0,5,0.0,1,2,0.5,1,6,7,1,1,0,0,1,1,11.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Vince Carter,Reserve,10.166666666666666,0,2,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,1,1,0,10.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Jabari Parker,Reserve,22.366666666666667,8,11,0.727,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,1,18,10.0
2019-10-24T19:00:00,Atlanta Hawks Basic and Advanced Stats Table,Evan Turner,Reserve,16.266666666666666,4,4,1.0,0,0,,1,1,1.0,0,0,0,4,1,0,0,0,9,7.0
