date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
2022-10-23T19:00:00,Sunday,New Orleans Pelicans,121,Utah Jazz,122,19156,OT,
2022-10-23T19:00:00,Sunday,Cleveland Cavaliers,117,Washington Wizards,107,19156,OT,
2022-10-23T20:00:00,Sunday,Oklahoma City Thunder,106,Minnesota Timberwolves,116,19156,,
2022-10-23T20:30:00,Sunday,Golden State Warriors,130,Sacramento Kings,125,19156,,
2022-10-23T22:00:00,Sunday,Los Angeles Clippers,95,Phoenix Suns,112,19156,,
2022-10-24T19:00:00,Monday,Philadelphia 76ers,120,Indiana Pacers,106,19156,,
2022-10-24T19:30:00,Monday,Miami Heat,90,Toronto Raptors,98,19156,,
2022-10-24T19:30:00,Monday,New York Knicks,115,Orlando Magic,102,19156,,
2022-10-24T20:00:00,Monday,Minnesota Timberwolves,106,San Antonio Spurs,115,19156,,
2022-10-24T20:00:00,Monday,Memphis Grizzlies,134,Brooklyn Nets,124,19156,,
2022-10-24T20:00:00,Monday,Chicago Bulls,120,Boston Celtics,102,19156,,
2022-10-24T20:00:00,Monday,Houston Rockets,114,Utah Jazz,108,19156,,
2022-10-24T22:00:00,Monday,Portland Trail Blazers,135,Denver Nuggets,110,19156,,
2022-10-25T19:00:00,Tuesday,Washington Wizards,120,Detroit Pistons,99,19156,,
2022-10-25T19:30:00,Tuesday,New Orleans Pelicans,113,Dallas Mavericks,111,19156,,
2022-10-25T20:00:00,Tuesday,Oklahoma City Thunder,108,Los Angeles Clippers,94,19156,,
2022-10-25T22:00:00,Tuesday,Phoenix Suns,134,Golden State Warriors,105,19156,,
2022-10-26T19:00:00,Wednesday,Detroit Pistons,113,Atlanta Hawks,118,19156,,
2022-10-26T19:00:00,Wednesday,Cleveland Cavaliers,103,Orlando Magic,92,19156,,
2022-10-26T19:30:00,Wednesday,Toronto Raptors,119,Philadelphia 76ers,109,19156,,
2022-10-26T19:30:00,Wednesday,New York Knicks,134,Charlotte Hornets,131,19156,OT,
2022-10-26T19:30:00,Wednesday,Milwaukee Bucks,110,Brooklyn Nets,99,19156,,
2022-10-26T20:00:00,Wednesday,Chicago Bulls,124,Indiana Pacers,109,19156,,
2022-10-26T20:00:00,Wednesday,Minnesota Timberwolves,134,San Antonio Spurs,122,19156,,
2022-10-26T21:00:00,Wednesday,Utah Jazz,109,Houston Rockets,101,19156,,
2022-10-26T22:00:00,Wednesday,Denver Nuggets,110,Los Angeles Lakers,99,19156,,
2022-10-26T22:00:00,Wednesday,Portland Trail Blazers,98,Miami Heat,119,19156,,
2022-10-27T19:30:00,Thursday,Brooklyn Nets,125,Dallas Mavericks,129,19156,OT,
2022-10-27T20:00:00,Thursday,Oklahoma City Thunder,118,Los Angeles Clippers,110,19156,,
2022-10-27T22:00:00,Thursday,Sacramento Kings,110,Memphis Grizzlies,125,19156,,
2022-10-27T22:00:00,Thursday,Golden State Warriors,123,Miami Heat,110,19156,,
2022-10-28T19:00:00,Friday,Detroit Pistons,112,Atlanta Hawks,136,19156,,
2022-10-28T19:00:00,Friday,Orlando Magic,113,Charlotte Hornets,93,19156,,
2022-10-28T19:30:00,Friday,Boston Celtics,123,Cleveland Cavaliers,132,19156,OT,
2022-10-28T19:30:00,Friday,Toronto Raptors,90,Philadelphia 76ers,112,19156,,
2022-10-28T19:30:00,Friday,Washington Wizards,117,Indiana Pacers,127,19156,,
2022-10-28T20:00:00,Friday,Milwaukee Bucks,119,New York Knicks,108,19156,,
2022-10-28T20:00:00,Friday,Minnesota Timberwolves,111,Los Angeles Lakers,102,19156,,
2022-10-28T20:30:00,Friday,San Antonio Spurs,129,Chicago Bulls,124,19156,,
2022-10-28T21:00:00,Friday,Denver Nuggets,117,Utah Jazz,101,19156,,
2022-10-28T22:00:00,Friday,Phoenix Suns,124,New Orleans Pelicans,111,19156,,
2022-10-28T22:00:00,Friday,Portland Trail Blazers,125,Houston Rockets,111,19156,,
2022-10-29T18:00:00,Saturday,Sacramento Kings,119,Miami Heat,113,19156,,
2022-10-29T19:00:00,Saturday,Charlotte Hornets,120,Golden State Warriors,113,19156,OT,
2022-10-29T19:30:00,Saturday,Brooklyn Nets,116,Indiana Pacers,125,19156,,
2022-10-29T20:00:00,Saturday,Chicago Bulls,109,Philadelphia 76ers,114,19156,,
2022-10-29T20:00:00,Saturday,Milwaukee Bucks,123,Atlanta Hawks,115,19156,,
2022-10-29T21:00:00,Saturday,Dallas Mavericks,111,Oklahoma City Thunder,117,19156,OT,
2022-10-29T21:00:00,Saturday,Utah Jazz,124,Memphis Grizzlies,123,19156,,
2022-10-30T15:00:00,Sunday,Los Angeles Clippers,91,New Orleans Pelicans,112,19156,,
2022-10-30T18:00:00,Sunday,Cleveland Cavaliers,121,New York Knicks,108,19156,,
2022-10-30T18:00:00,Sunday,Detroit Pistons,128,Golden State Warriors,114,19156,,
2022-10-30T18:00:00,Sunday,Boston Celtics,112,Washington Wizards,94,19156,,
2022-10-30T19:00:00,Sunday,San Antonio Spurs,107,Minnesota Timberwolves,98,19156,,
2022-10-30T19:30:00,Sunday,Dallas Mavericks,114,Orlando Magic,105,19156,,
2022-10-30T21:00:00,Sunday,Phoenix Suns,124,Houston Rockets,109,19156,,
2022-10-30T21:30:00,Sunday,Los Angeles Lakers,121,Denver Nuggets,110,19156,,
2022-10-31T19:00:00,Monday,Charlotte Hornets,108,Sacramento Kings,115,19156,,
2022-10-31T19:00:00,Monday,Washington Wizards,111,Philadelphia 76ers,118,19156,,
2022-10-31T19:30:00,Monday,Toronto Raptors,139,Atlanta Hawks,109,19156,,
2022-10-31T19:30:00,Monday,Brooklyn Nets,116,Indiana Pacers,109,19156,,
2022-10-31T20:00:00,Monday,Milwaukee Bucks,110,Detroit Pistons,108,19156,,
2022-10-31T21:00:00,Monday,Utah Jazz,121,Memphis Grizzlies,105,19156,,
2022-10-31T22:30:00,Monday,Los Angeles Clippers,95,Houston Rockets,93,19156,,
2022-11-01T19:30:00,Tuesday,Brooklyn Nets,99,Chicago Bulls,108,17732,,
2022-11-01T19:30:00,Tuesday,Miami Heat,116,Golden State Warriors,109,17732,,
2022-11-01T20:00:00,Tuesday,Oklahoma City Thunder,116,Orlando Magic,108,17732,,
2022-11-01T22:00:00,Tuesday,Phoenix Suns,116,Minnesota Timberwolves,107,17732,,
2022-11-02T18:00:00,Wednesday,Philadelphia 76ers,111,Washington Wizards,121,17732,,
2022-11-02T19:30:00,Wednesday,Cleveland Cavaliers,114,Boston Celtics,113,17732,OT,
2022-11-02T19:30:00,Wednesday,Miami Heat,110,Sacramento Kings,107,17732,,
2022-11-02T19:30:00,Wednesday,New York Knicks,99,Atlanta Hawks,112,17732,,
2022-11-02T20:00:00,Wednesday,San Antonio Spurs,100,Toronto Raptors,143,17732,,
2022-11-02T20:00:00,Wednesday,Milwaukee Bucks,116,Detroit Pistons,91,17732,,
2022-11-02T20:00:00,Wednesday,Chicago Bulls,106,Charlotte Hornets,88,17732,,
2022-11-02T20:00:00,Wednesday,Houston Rockets,101,Los Angeles Clippers,109,17732,,
2022-11-02T20:30:00,Wednesday,Dallas Mavericks,103,Utah Jazz,100,17732,,
2022-11-02T22:00:00,Wednesday,Portland Trail Blazers,106,Memphis Grizzlies,111,17732,,
2022-11-02T22:30:00,Wednesday,Los Angeles Lakers,120,New Orleans Pelicans,117,17732,OT,
2022-11-03T19:00:00,Thursday,Orlando Magic,130,Golden State Warriors,129,17732,,
2022-11-03T20:00:00,Thursday,Oklahoma City Thunder,110,Denver Nuggets,122,17732,,
2022-11-04T19:00:00,Friday,Washington Wizards,86,Brooklyn Nets,128,17732,,
2022-11-04T19:00:00,Friday,Philadelphia 76ers,104,New York Knicks,106,17732,,
2022-11-04T19:00:00,Friday,Indiana Pacers,101,Miami Heat,99,17732,,
2022-11-04T19:00:00,Friday,Detroit Pistons,88,Cleveland Cavaliers,112,17732,,
2022-11-04T19:30:00,Friday,Boston Celtics,123,Chicago Bulls,119,17732,,
2022-11-04T20:00:00,Friday,Memphis Grizzlies,130,Charlotte Hornets,99,17732,,
2022-11-04T20:00:00,Friday,San Antonio Spurs,106,Los Angeles Clippers,113,17732,,
2022-11-04T20:30:00,Friday,Dallas Mavericks,111,Toronto Raptors,110,17732,,
2022-11-04T20:30:00,Friday,New Orleans Pelicans,114,Golden State Warriors,105,17732,,
2022-11-04T22:00:00,Friday,Minnesota Timberwolves,102,Milwaukee Bucks,115,17732,,
2022-11-04T22:00:00,Friday,Phoenix Suns,106,Portland Trail Blazers,108,17732,,
2022-11-04T22:30:00,Friday,Los Angeles Lakers,116,Utah Jazz,130,17732,,
2022-11-05T17:00:00,Saturday,Orlando Magic,123,Sacramento Kings,126,17732,OT,
2022-11-05T19:00:00,Saturday,Charlotte Hornets,94,Brooklyn Nets,98,17732,,
2022-11-05T19:30:00,Saturday,Atlanta Hawks,124,New Orleans Pelicans,121,17732,OT,
2022-11-05T19:30:00,Saturday,New York Knicks,118,Boston Celtics,133,17732,,
2022-11-05T20:00:00,Saturday,Milwaukee Bucks,108,Oklahoma City Thunder,94,17732,,
2022-11-05T20:00:00,Saturday,Minnesota Timberwolves,129,Houston Rockets,117,17732,,
2022-11-05T21:00:00,Saturday,Denver Nuggets,126,San Antonio Spurs,101,17732,,
2022-11-05T22:00:00,Saturday,Phoenix Suns,102,Portland Trail Blazers,82,17732,,
2022-11-06T15:30:00,Sunday,Los Angeles Lakers,100,Cleveland Cavaliers,114,17732,,
2022-11-06T18:00:00,Sunday,Toronto Raptors,113,Chicago Bulls,104,17732,,
2022-11-06T18:00:00,Sunday,Memphis Grizzlies,103,Washington Wizards,97,17732,,
2022-11-06T22:00:00,Sunday,Los Angeles Clippers,102,Utah Jazz,110,17732,,
2022-11-07T19:00:00,Monday,Charlotte Hornets,100,Washington Wizards,108,17732,,
2022-11-07T19:15:00,Monday,Orlando Magic,127,Houston Rockets,134,17732,,
2022-11-07T19:30:00,Monday,Detroit Pistons,112,Oklahoma City Thunder,103,17732,,
2022-11-07T19:45:00,Monday,Indiana Pacers,129,New Orleans Pelicans,122,17732,,
2022-11-07T20:00:00,Monday,Philadelphia 76ers,100,Phoenix Suns,88,17732,,
2022-11-07T20:15:00,Monday,Atlanta Hawks,117,Milwaukee Bucks,98,17732,,
2022-11-07T20:30:00,Monday,Miami Heat,107,Portland Trail Blazers,110,17732,,
2022-11-07T20:45:00,Monday,Chicago Bulls,111,Toronto Raptors,97,17732,,
2022-11-07T21:00:00,Monday,Memphis Grizzlies,106,Boston Celtics,109,17732,,
2022-11-07T21:15:00,Monday,Minnesota Timberwolves,107,New York Knicks,120,17732,,
2022-11-07T21:30:00,Monday,San Antonio Spurs,109,Denver Nuggets,115,17732,,
2022-11-07T21:45:00,Monday,Dallas Mavericks,96,Brooklyn Nets,94,17732,,
2022-11-07T22:00:00,Monday,Golden State Warriors,116,Sacramento Kings,113,17732,,
2022-11-07T22:15:00,Monday,Utah Jazz,139,Los Angeles Lakers,116,17732,,
2022-11-07T22:30:00,Monday,Los Angeles Clippers,119,Cleveland Cavaliers,117,17732,,
2022-11-09T17:30:00,Wednesday,Orlando Magic,94,Dallas Mavericks,87,17732,,
2022-11-09T19:00:00,Wednesday,Indiana Pacers,119,Denver Nuggets,122,17732,,
2022-11-09T19:00:00,Wednesday,Charlotte Hornets,95,Portland Trail Blazers,105,17732,,
2022-11-09T19:30:00,Wednesday,Toronto Raptors,116,Houston Rockets,109,17732,,
2022-11-09T19:30:00,Wednesday,Brooklyn Nets,112,New York Knicks,85,17732,,
2022-11-09T19:30:00,Wednesday,Boston Celtics,128,Detroit Pistons,112,17732,,
2022-11-09T19:30:00,Wednesday,Atlanta Hawks,119,Utah Jazz,125,17732,,
2022-11-09T20:00:00,Wednesday,Chicago Bulls,111,New Orleans Pelicans,115,17732,,
2022-11-09T20:00:00,Wednesday,Minnesota Timberwolves,117,Phoenix Suns,129,17732,,
2022-11-09T20:00:00,Wednesday,Oklahoma City Thunder,132,Milwaukee Bucks,136,17732,2OT,
2022-11-09T20:00:00,Wednesday,San Antonio Spurs,122,Memphis Grizzlies,124,17732,OT,
2022-11-09T22:00:00,Wednesday,Los Angeles Clippers,114,Los Angeles Lakers,101,17732,,
2022-11-09T22:00:00,Wednesday,Sacramento Kings,127,Cleveland Cavaliers,120,17732,,
2022-11-10T19:00:00,Thursday,Washington Wizards,113,Dallas Mavericks,105,17732,,
2022-11-10T19:30:00,Thursday,Miami Heat,117,Charlotte Hornets,112,17732,OT,
2022-11-10T19:30:00,Thursday,Atlanta Hawks,104,Philadelphia 76ers,95,17732,,
2022-11-10T20:00:00,Thursday,New Orleans Pelicans,95,Portland Trail Blazers,106,17732,,
2022-11-11T19:00:00,Friday,Boston Celtics,131,Denver Nuggets,112,17732,,
2022-11-11T19:00:00,Friday,Orlando Magic,114,Phoenix Suns,97,17732,,
2022-11-11T19:30:00,Friday,New York Knicks,121,Detroit Pistons,112,17732,,
2022-11-11T20:00:00,Friday,Oklahoma City Thunder,132,Toronto Raptors,113,17732,,
2022-11-11T20:00:00,Friday,San Antonio Spurs,111,Milwaukee Bucks,93,17732,,
2022-11-11T21:30:00,Friday,Memphis Grizzlies,114,Minnesota Timberwolves,103,17732,,
2022-11-11T22:00:00,Friday,Golden State Warriors,106,Cleveland Cavaliers,101,17732,,
2022-11-11T22:30:00,Friday,Los Angeles Lakers,114,Sacramento Kings,120,17732,,
2022-11-12T16:00:00,Saturday,Los Angeles Clippers,95,Brooklyn Nets,110,17732,,
2022-11-12T18:00:00,Saturday,Washington Wizards,121,Utah Jazz,112,17732,,
2022-11-12T19:00:00,Saturday,Detroit Pistons,108,Boston Celtics,117,17732,,
2022-11-12T19:00:00,Saturday,Indiana Pacers,118,Toronto Raptors,104,17732,,
2022-11-12T19:30:00,Saturday,Philadelphia 76ers,121,Atlanta Hawks,109,17732,,
2022-11-12T20:00:00,Saturday,Miami Heat,132,Charlotte Hornets,115,17732,,
2022-11-12T20:30:00,Saturday,Dallas Mavericks,117,Portland Trail Blazers,112,17732,,
2022-11-12T20:30:00,Saturday,New Orleans Pelicans,119,Houston Rockets,106,17732,,
2022-11-13T12:00:00,Sunday,New York Knicks,135,Oklahoma City Thunder,145,17732,,
2022-11-13T18:00:00,Sunday,Washington Wizards,102,Memphis Grizzlies,92,17732,,
2022-11-13T18:00:00,Sunday,Cleveland Cavaliers,124,Minnesota Timberwolves,129,17732,,
2022-11-13T19:30:00,Sunday,Philadelphia 76ers,105,Utah Jazz,98,17732,,
2022-11-13T20:00:00,Sunday,Chicago Bulls,103,Denver Nuggets,126,17732,,
2022-11-13T21:00:00,Sunday,Sacramento Kings,122,Golden State Warriors,115,17732,,
2022-11-13T21:30:00,Sunday,Los Angeles Lakers,116,Brooklyn Nets,103,17732,,
2022-11-14T19:00:00,Monday,Detroit Pistons,111,Toronto Raptors,115,17732,,
2022-11-14T19:00:00,Monday,Orlando Magic,105,Charlotte Hornets,112,17732,,
2022-11-14T19:30:00,Monday,Boston Celtics,126,Oklahoma City Thunder,122,17732,,
2022-11-14T19:30:00,Monday,Miami Heat,113,Phoenix Suns,112,17732,,
2022-11-14T20:00:00,Monday,Milwaukee Bucks,106,Atlanta Hawks,121,17732,,
2022-11-14T20:00:00,Monday,Houston Rockets,106,Los Angeles Clippers,122,17732,,
2022-11-14T22:00:00,Monday,Golden State Warriors,132,San Antonio Spurs,95,17732,,
2022-11-15T19:30:00,Tuesday,New Orleans Pelicans,113,Memphis Grizzlies,102,17732,,
2022-11-15T20:30:00,Tuesday,Dallas Mavericks,103,Los Angeles Clippers,101,17732,,
2022-11-15T21:00:00,Tuesday,Utah Jazz,111,New York Knicks,118,17732,,
2022-11-15T22:00:00,Tuesday,Portland Trail Blazers,117,San Antonio Spurs,110,17732,,
2022-11-15T22:00:00,Tuesday,Sacramento Kings,153,Brooklyn Nets,121,17732,,
2022-11-16T19:00:00,Wednesday,Orlando Magic,108,Minnesota Timberwolves,126,17732,,
2022-11-16T19:00:00,Wednesday,Washington Wizards,120,Oklahoma City Thunder,121,17732,,
2022-11-16T19:00:00,Wednesday,Charlotte Hornets,113,Indiana Pacers,125,17732,,
2022-11-16T19:30:00,Wednesday,Atlanta Hawks,101,Boston Celtics,126,17732,,
2022-11-16T19:30:00,Wednesday,Toronto Raptors,112,Miami Heat,104,17732,,
2022-11-16T20:00:00,Wednesday,Milwaukee Bucks,113,Cleveland Cavaliers,98,17732,,
2022-11-16T20:00:00,Wednesday,New Orleans Pelicans,124,Chicago Bulls,110,17732,,
2022-11-16T20:30:00,Wednesday,Dallas Mavericks,92,Houston Rockets,101,17732,,
2022-11-16T22:00:00,Wednesday,Denver Nuggets,103,New York Knicks,106,17732,,
2022-11-16T22:00:00,Wednesday,Phoenix Suns,130,Golden State Warriors,119,17732,,
2022-11-17T22:00:00,Thursday,Sacramento Kings,130,San Antonio Spurs,112,17732,,
2022-11-17T22:00:00,Thursday,Portland Trail Blazers,107,Brooklyn Nets,109,17732,,
2022-11-17T22:30:00,Thursday,Los Angeles Clippers,96,Detroit Pistons,91,17732,,
2022-11-18T19:00:00,Friday,Washington Wizards,107,Miami Heat,106,17732,OT,
2022-11-18T19:30:00,Friday,Cleveland Cavaliers,132,Charlotte Hornets,122,17732,2OT,
2022-11-18T19:30:00,Friday,Philadelphia 76ers,110,Milwaukee Bucks,102,17732,,
2022-11-18T20:00:00,Friday,Chicago Bulls,107,Orlando Magic,108,17732,,
2022-11-18T20:00:00,Friday,Houston Rockets,91,Indiana Pacers,99,17732,,
2022-11-18T20:00:00,Friday,Memphis Grizzlies,121,Oklahoma City Thunder,110,17732,,
2022-11-18T20:30:00,Friday,Dallas Mavericks,127,Denver Nuggets,99,17732,,
2022-11-18T20:30:00,Friday,New Orleans Pelicans,109,Boston Celtics,117,17732,,
2022-11-18T21:00:00,Friday,Utah Jazz,134,Phoenix Suns,133,17732,,
2022-11-18T22:00:00,Friday,Golden State Warriors,111,New York Knicks,101,17732,,
2022-11-18T22:30:00,Friday,Los Angeles Lakers,128,Detroit Pistons,121,17732,,
2022-11-19T18:00:00,Saturday,Atlanta Hawks,124,Toronto Raptors,122,17732,OT,
2022-11-19T19:00:00,Saturday,Indiana Pacers,114,Orlando Magic,113,17732,,
2022-11-19T19:30:00,Saturday,Philadelphia 76ers,109,Minnesota Timberwolves,112,17732,,
2022-11-19T22:00:00,Saturday,Portland Trail Blazers,113,Utah Jazz,118,17732,,
2022-11-19T22:30:00,Saturday,Los Angeles Clippers,119,San Antonio Spurs,97,17732,,
2022-11-20T15:30:00,Sunday,Phoenix Suns,116,New York Knicks,95,17732,,
2022-11-20T18:00:00,Sunday,Sacramento Kings,137,Detroit Pistons,129,17732,,
2022-11-20T18:00:00,Sunday,Washington Wizards,106,Charlotte Hornets,102,17732,,
2022-11-20T19:00:00,Sunday,Cleveland Cavaliers,113,Miami Heat,87,17732,,
2022-11-20T19:00:00,Sunday,Brooklyn Nets,127,Memphis Grizzlies,115,17732,,
2022-11-20T19:00:00,Sunday,Houston Rockets,120,Golden State Warriors,127,17732,,
2022-11-20T19:30:00,Sunday,Dallas Mavericks,97,Denver Nuggets,98,17732,,
2022-11-20T21:30:00,Sunday,Los Angeles Lakers,123,San Antonio Spurs,92,17732,,
2022-11-21T19:00:00,Monday,Cleveland Cavaliers,114,Atlanta Hawks,102,17732,,
2022-11-21T19:00:00,Monday,Indiana Pacers,123,Orlando Magic,102,17732,,
2022-11-21T20:00:00,Monday,Chicago Bulls,121,Boston Celtics,107,17732,,
2022-11-21T20:00:00,Monday,Milwaukee Bucks,119,Portland Trail Blazers,111,17732,,
2022-11-21T20:00:00,Monday,Minnesota Timberwolves,105,Miami Heat,101,17732,,
2022-11-21T20:00:00,Monday,New Orleans Pelicans,128,Golden State Warriors,83,17732,,
2022-11-21T20:00:00,Monday,Oklahoma City Thunder,119,New York Knicks,129,17732,,
2022-11-21T22:30:00,Monday,Los Angeles Clippers,121,Utah Jazz,114,17732,,
2022-11-22T19:30:00,Tuesday,Philadelphia 76ers,115,Brooklyn Nets,106,17732,,
2022-11-22T20:00:00,Tuesday,Memphis Grizzlies,109,Sacramento Kings,113,17732,,
2022-11-22T21:00:00,Tuesday,Denver Nuggets,108,Detroit Pistons,110,17732,,
2022-11-22T22:00:00,Tuesday,Phoenix Suns,115,Los Angeles Lakers,105,17732,,
2022-11-23T19:00:00,Wednesday,Charlotte Hornets,107,Philadelphia 76ers,101,17732,,
2022-11-23T19:00:00,Wednesday,Cleveland Cavaliers,114,Portland Trail Blazers,96,17732,,
2022-11-23T19:00:00,Wednesday,Indiana Pacers,101,Minnesota Timberwolves,115,17732,,
2022-11-23T19:30:00,Wednesday,Miami Heat,113,Washington Wizards,105,17732,,
2022-11-23T19:30:00,Wednesday,Toronto Raptors,98,Brooklyn Nets,112,17732,,
2022-11-23T19:30:00,Wednesday,Atlanta Hawks,115,Sacramento Kings,106,17732,,
2022-11-23T19:30:00,Wednesday,Boston Celtics,125,Dallas Mavericks,112,17732,,
2022-11-23T20:00:00,Wednesday,Milwaukee Bucks,113,Chicago Bulls,118,17732,,
2022-11-23T20:00:00,Wednesday,Oklahoma City Thunder,126,Denver Nuggets,131,17732,OT,
2022-11-23T20:00:00,Wednesday,San Antonio Spurs,110,New Orleans Pelicans,129,17732,,
2022-11-23T21:00:00,Wednesday,Utah Jazz,116,Detroit Pistons,125,17732,,
2022-11-23T22:00:00,Wednesday,Golden State Warriors,124,Los Angeles Clippers,107,17732,,
2022-11-25T17:00:00,Friday,Charlotte Hornets,110,Minnesota Timberwolves,108,17732,,
2022-11-25T19:00:00,Friday,Orlando Magic,99,Philadelphia 76ers,107,17732,,
2022-11-25T19:30:00,Friday,New York Knicks,129,Portland Trail Blazers,132,17732,OT,
2022-11-25T20:00:00,Friday,San Antonio Spurs,94,Los Angeles Lakers,105,17732,,
2022-11-25T20:00:00,Friday,Oklahoma City Thunder,123,Chicago Bulls,119,17732,OT,
2022-11-25T20:00:00,Friday,Milwaukee Bucks,117,Cleveland Cavaliers,102,17732,,
2022-11-25T20:00:00,Friday,Miami Heat,110,Washington Wizards,107,17732,,
2022-11-25T20:00:00,Friday,Boston Celtics,122,Sacramento Kings,104,17732,,
2022-11-25T20:00:00,Friday,Indiana Pacers,128,Brooklyn Nets,117,17732,,
2022-11-25T20:00:00,Friday,Houston Rockets,128,Atlanta Hawks,122,17732,,
2022-11-25T20:00:00,Friday,Memphis Grizzlies,132,New Orleans Pelicans,111,17732,,
2022-11-25T21:00:00,Friday,Phoenix Suns,108,Detroit Pistons,102,17732,,
2022-11-25T22:00:00,Friday,Golden State Warriors,129,Utah Jazz,118,17732,,
2022-11-25T22:30:00,Friday,Los Angeles Clippers,104,Denver Nuggets,114,17732,,
2022-11-26T17:00:00,Saturday,Toronto Raptors,105,Dallas Mavericks,100,17732,,
2022-11-26T20:00:00,Saturday,Houston Rockets,118,Oklahoma City Thunder,105,17732,,
2022-11-26T20:00:00,Saturday,San Antonio Spurs,138,Los Angeles Lakers,143,17732,,
2022-11-26T21:00:00,Saturday,Phoenix Suns,113,Utah Jazz,112,17732,,
2022-11-27T15:00:00,Sunday,Brooklyn Nets,111,Portland Trail Blazers,97,17732,,
2022-11-27T15:30:00,Sunday,Minnesota Timberwolves,114,Golden State Warriors,137,17732,,
2022-11-27T16:00:00,Sunday,Los Angeles Clippers,114,Indiana Pacers,100,17732,,
2022-11-27T17:00:00,Sunday,Atlanta Hawks,98,Miami Heat,106,17732,,
2022-11-27T18:00:00,Sunday,Orlando Magic,103,Philadelphia 76ers,133,17732,,
2022-11-27T18:00:00,Sunday,New York Knicks,123,Memphis Grizzlies,127,17732,,
2022-11-27T18:00:00,Sunday,Detroit Pistons,94,Cleveland Cavaliers,102,17732,,
2022-11-27T18:00:00,Sunday,Boston Celtics,130,Washington Wizards,121,17732,,
2022-11-27T20:00:00,Sunday,Milwaukee Bucks,124,Dallas Mavericks,115,17732,,
2022-11-28T19:00:00,Monday,Philadelphia 76ers,104,Atlanta Hawks,101,17732,,
2022-11-28T19:00:00,Monday,Washington Wizards,142,Minnesota Timberwolves,127,17732,,
